API14,WellName,WellNumber,OperatorAlias,Field,TargetFormation,TotalDepth,VerticalDepth,DrillType,UpperPerforation,LowerPerforation,GrossPerforatedInterval,HorizontalLength,TreatmentJobCount,CumBOE,CumGas,CumOil,First6BOE,FirstProdDate,Township,Range,TR,County
5123348560000,RATTLER,3N-34HZ,ANADARKO,WATTENBERG,NIOBRARA,11723.0,7207.36,H,7572.0,11502.0,3930.0,4582.39,1.0,258314.0,671217.0,146444.0,74759.0,2012-08-01,03N,66W,03N66W,Weld
5123348570000,RATTLER,29N-34HZ,ANADARKO,WATTENBERG,NIOBRARA,11585.0,7228.0,H,7794.0,11514.0,3720.0,4645.54,2.0,226852.0,602894.0,126370.0,64345.0,2012-08-01,03N,66W,03N66W,Weld
5123348590000,RATTLER,29C-34HZ,ANADARKO,WATTENBERG,CODELL,11821.0,7422.0,H,7926.0,11735.0,3809.0,4604.88,1.0,210723.0,579763.0,114096.0,52773.0,2012-08-01,03N,66W,03N66W,Weld
5123348600000,PRONGHORN,11-14-5HZ,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10502.0,6092.0,H,6541.0,10248.0,3707.0,4612.35,1.0,89089.0,207885.0,54441.0,28148.0,2012-03-01,05N,61W,05N61W,Weld
5123348650000,RATTLER,4N-34HZ,ANADARKO,WATTENBERG,NIOBRARA,11764.0,7301.29,H,7745.0,11684.0,3939.0,4587.08,2.0,317727.0,935497.0,161811.0,75479.0,2012-08-01,03N,66W,03N66W,Weld
5123348660000,RATTLER,4C-34HZ,ANADARKO,WATTENBERG,CODELL,11856.0,7446.0,H,7970.0,11774.0,3804.0,4599.05,2.0,169149.0,461650.0,92207.0,46943.0,2012-08-01,03N,66W,03N66W,Weld
5123348680000,RATTLER,26N-33HZX,ANADARKO,WATTENBERG,NIOBRARA,7623.0,7284.0,H,,,,709.42,1.0,317682.0,797233.0,184810.0,81850.0,2012-08-01,03N,66W,03N66W,Weld
5123348690000,GOBBLER,16N-27HZ,ANADARKO,WATTENBERG,NIOBRARA,16974.0,7337.42,H,7768.0,16974.0,9206.0,9754.97,2.0,454186.0,1101473.0,270607.0,137516.0,2012-07-01,02N,66W,02N66W,Weld
5123348700000,ANDERSON,31-10H,PDC ENERGY,WATTENBERG,NIOBRARA,11597.0,7191.52,H,7595.0,11597.0,4002.0,4656.72,1.0,93714.0,249443.0,52140.0,32156.0,2012-03-01,06N,66W,06N66W,Weld
5123348740000,SCHAEFER,10J-203,PDC ENERGY,WATTENBERG,NIOBRARA,10917.0,6579.52,H,7155.0,10799.0,3644.0,4624.92,2.0,98258.0,307963.0,46931.0,29437.0,2012-08-01,06N,63W,06N63W,Weld
5123348770000,TWOMILE,15-1033AH,WHITING O&G,DJ HORIZONTAL NIOBRARA,NIOBRARA,12278.0,5589.33,H,6085.0,12278.0,6193.0,6875.64,1.0,19074.0,18133.0,16052.0,3445.0,2012-10-01,10+N,57W,10+N57W,Weld
5123348800000,REINES,1-1H,RED HAWK PETR,DJ HORIZONTAL NIOBRARA,NIOBRARA,10192.0,6232.5,H,6088.0,10192.0,4104.0,4196.03,2.0,86099.0,142133.0,62410.0,30177.0,2012-04-01,07N,60W,07N60W,Weld
5123349000000,WEISS,3N-33HZ,ANADARKO,WATTENBERG,NIOBRARA,11878.0,7249.3,H,7893.0,11878.0,3985.0,4313.66,2.0,218368.0,661580.0,108105.0,58398.0,2012-11-01,03N,66W,03N66W,Weld
5123349010000,KOHLHOFF AC,"=""09-65HN""",NOBLE ENERGY,WATTENBERG,NIOBRARA,11478.0,6831.0,H,7359.0,11353.0,3994.0,5109.93,2.0,65024.0,132083.0,43010.0,20402.0,2012-04-01,07N,63W,07N63W,Weld
5123349130000,WEISS,29N-33HZ,ANADARKO,WATTENBERG,NIOBRARA,11729.0,7168.96,H,7716.0,11729.0,4013.0,4135.16,1.0,156479.0,481827.0,76174.0,44213.0,2012-11-01,03N,66W,03N66W,Weld
5123349150000,WEISS,29C-33HZ,ANADARKO,WATTENBERG,CODELL,11934.0,7372.77,H,7925.0,11934.0,4009.0,4174.48,2.0,255143.0,756581.0,129046.0,59925.0,2012-11-01,03N,66W,03N66W,Weld
5123349160000,WEISS,4N-33HZ,ANADARKO,WATTENBERG,NIOBRARA,11694.0,7175.77,H,7708.0,10400.0,2692.0,4074.85,2.0,145571.0,508271.0,60859.0,40059.0,2012-11-01,03N,66W,03N66W,Weld
5123349170000,WEISS,31N-33HZ,ANADARKO,WATTENBERG,NIOBRARA,11698.0,7188.05,H,7720.0,11698.0,3978.0,4082.56,2.0,303201.0,930797.0,148068.0,74308.0,2012-11-01,03N,66W,03N66W,Weld
5123349190000,KERN GW,21-68HN,NOBLE ENERGY,DJ HORIZONTAL NIOBRARA,NIOBRARA,11254.0,6924.0,H,7428.0,11127.0,3699.0,4343.29,1.0,44804.0,79179.0,31607.0,11261.0,2012-04-01,08N,63W,08N63W,Weld
5123349200000,FURROW FEDERAL PC,AB14-62HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11343.0,6844.15,H,7452.0,11265.0,3813.0,4571.9,1.0,85486.0,127415.0,64250.0,25183.0,2013-04-01,07N,64W,07N64W,Weld
5123349210000,CROW VALLEY 7-62-35,2H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10570.0,6473.99,H,7110.0,10497.0,3387.0,4400.14,2.0,22423.0,59615.0,12487.0,5522.0,2012-05-01,07N,62W,07N62W,Weld
5123349220000,FIVE M E,21-73-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11448.0,6935.93,H,7536.0,11388.0,3852.0,4936.28,2.0,184459.0,664169.0,73764.0,58469.0,2012-12-01,06N,65W,06N65W,Weld
5123349230000,FURROW FEDERAL PC,AB14-65HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11341.0,6849.95,H,7459.0,11246.0,3787.0,4602.48,1.0,57676.0,90085.0,42662.0,16993.0,2013-04-01,07N,64W,07N64W,Weld
5123349240000,FIVE M,E21-74-1HC,NOBLE ENERGY,WATTENBERG,CODELL,11574.0,7103.19,H,7536.0,11388.0,3852.0,4901.61,2.0,158293.0,557797.0,65327.0,39719.0,2012-12-01,06N,65W,06N65W,Weld
5123349280000,CROW VALLEY 7-62-26,2H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,11321.0,6503.3,H,7156.0,11224.0,4068.0,5116.04,2.0,23150.0,66445.0,12076.0,5601.0,2012-05-01,07N,62W,07N62W,Weld
5123349290000,FURROW FEDERAL PC,AB14-64HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11273.0,6858.99,H,7236.0,11155.0,3919.0,4502.64,1.0,55943.0,92334.0,40554.0,15156.0,2013-04-01,07N,64W,07N64W,Weld
5123349450000,PAVISTMA SOUTH,4,EXTRACTION O&G,WATTENBERG,CODELL,12300.0,7290.37,H,7878.0,12300.0,4422.0,4985.79,1.0,284295.0,685118.0,170109.0,57082.0,2013-12-01,06N,67W,06N67W,Weld
5123349460000,FRYE FARMS,6,EXTRACTION O&G,WATTENBERG,NIOBRARA,12276.0,7008.0,H,7483.0,12072.0,4589.0,5768.47,3.0,176726.0,455872.0,100747.0,72583.0,2015-01-01,06N,67W,06N67W,Weld
5123349470000,CAMP,15N-26HZ,ANADARKO,WATTENBERG,NIOBRARA,11770.0,7226.05,H,7686.0,11691.0,4005.0,4187.93,3.0,230154.0,834832.0,91015.0,62047.0,2012-07-01,03N,66W,03N66W,Weld
5123349500000,CAMP,36N-26HZ,ANADARKO,WATTENBERG,NIOBRARA,11920.0,7276.12,H,7918.0,11841.0,3923.0,4398.87,3.0,241721.0,823553.0,104462.0,65381.0,2012-07-01,03N,66W,03N66W,Weld
5123349510000,CAMP,38C-26HZ,ANADARKO,WATTENBERG,CODELL,11945.02,7433.9,H,7898.0,11861.0,3963.0,4216.37,3.0,196946.0,753040.0,71439.0,46604.0,2012-07-01,03N,66W,03N66W,Weld
5123349560000,CAMP,37N-26HZ,ANADARKO,WATTENBERG,NIOBRARA,11860.02,7219.35,H,7769.0,11779.0,4010.0,4124.49,3.0,204826.0,725441.0,83919.0,59719.0,2012-07-01,03N,66W,03N66W,Weld
5123349590000,PAVISTMA SOUTH,5,EXTRACTION O&G,WATTENBERG,NIOBRARA,12176.0,7096.7,H,7706.0,12061.0,4355.0,5095.72,1.0,112164.0,168979.0,84001.0,53997.0,2013-12-01,06N,67W,06N67W,Weld
5123349600000,FRYE FARMS,13,EXTRACTION O&G,WATTENBERG,CODELL,11903.0,7226.0,H,7877.0,11903.0,4026.0,5725.95,1.0,181486.0,568186.0,86788.0,54047.0,2014-03-01,06N,67W,06N67W,Weld
5123349610000,WELLS RANCH,34F-202,PDC ENERGY,WATTENBERG,NIOBRARA,10547.0,6641.0,H,,,,4739.95,1.0,134806.0,440825.0,61335.0,43202.0,2012-10-01,06N,63W,06N63W,Weld
5123349750000,RAMIREZ AC,29-72HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11267.0,6738.19,H,7352.0,11183.0,3831.0,4627.08,2.0,75149.0,141782.0,51519.0,18578.0,2012-08-01,07N,63W,07N63W,Weld
5123349910000,STATE 16-3-61,1H,IRONHORSE RESOURCES LLC,WATTENBERG,OTHER,9580.0,6401.72,H,,,,3364.42,2.0,13384.0,6973.0,12222.0,2547.0,2012-04-01,03N,61W,03N61W,Weld
5123349960000,GREASEWOOD,"=""07-17H""",HIGHPOINT OPERATING CORPORATION,WILDCAT,NIOBRARA,10848.0,6257.0,H,,,,4613.45,1.0,50839.0,108272.0,32794.0,19666.0,2013-10-01,06N,61W,06N61W,Weld
5123350000000,DUTCH LAKE,"=""08-10H""",HIGHPOINT OPERATING CORPORATION,WATTENBERG,NIOBRARA,11155.0,6462.0,H,6831.0,11153.0,4322.0,4647.48,1.0,33248.0,68520.0,21828.0,9286.0,2013-12-01,06N,62W,06N62W,Weld
5123350030000,BROWN,2F-202,PDC ENERGY,WATTENBERG,NIOBRARA,10923.0,6530.0,H,,,,4460.45,1.0,127475.0,228571.0,89380.0,44872.0,2012-12-01,06N,63W,06N63W,Weld
5123350050000,CASTOR,2-36-11-9-59,VERDAD RESOURCES LLC,DJ HORIZONTAL NIOBRARA,NIOBRARA,9700.0,6009.66,H,6321.0,9543.0,3222.0,3540.91,1.0,98118.0,131576.0,76189.0,41901.0,2012-10-01,09N,59W,09N59W,Weld
5123350100000,PRONGHORN,41-11-9HZ,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10885.0,6216.14,H,6571.0,10791.0,4220.0,4571.01,2.0,105268.0,216597.0,69168.0,33576.0,2012-05-01,05N,61W,05N61W,Weld
5123350340000,LEFFLER,24-1H,PDC ENERGY,WATTENBERG,NIOBRARA,11729.0,7084.89,H,7648.0,11588.0,3940.0,4859.51,1.0,107748.0,300074.0,57736.0,40281.0,2012-05-01,06N,66W,06N66W,Weld
5123350470000,FOOSE PC A,18-65HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,13857.0,6847.0,H,7384.0,12511.0,5127.0,7236.49,2.0,331925.0,1019310.0,162040.0,94602.0,2013-05-01,06N,64W,06N64W,Weld
5123350580000,BALL RANCH,GW27-63HN,NOBLE ENERGY,DJ HORIZONTAL NIOBRARA,NIOBRARA,10847.0,6808.32,H,7298.0,10768.0,3470.0,4355.4,1.0,23334.0,42065.0,16323.0,9023.0,2012-10-01,08N,63W,08N63W,Weld
5123350600000,WASHBURN LE,22-78HN,NOBLE ENERGY,DJ HORIZONTAL NIOBRARA,NIOBRARA,10777.0,6513.0,H,7104.0,10652.0,3548.0,4378.63,2.0,70560.0,130724.0,48773.0,26346.0,2012-05-01,08N,61W,08N61W,Weld
5123350610000,MINCH,3C-4H-L368,CRESTONE PEAK RESOURCES OPERATING LLC,WATTENBERG,NIOBRARA,11786.0,7219.0,H,7629.0,11734.0,4105.0,4400.96,2.0,128830.0,321362.0,75270.0,36054.0,2015-04-01,03N,68W,03N68W,Weld
5123350700000,WALCKER AC,"=""07-65HN""",NOBLE ENERGY,WATTENBERG,NIOBRARA,10558.0,6807.61,H,7328.0,10475.0,3147.0,4061.51,1.0,39490.0,85060.0,25313.0,12547.0,2012-05-01,07N,63W,07N63W,Weld
5123350710000,WALCKER,AC17-64HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,10965.0,6753.18,H,7330.0,10944.0,3614.0,4519.09,2.0,53506.0,106039.0,35833.0,19053.0,2012-06-01,07N,63W,07N63W,Weld
5123350740000,BALL RANCH AC,15-65HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11175.0,6811.8,H,7405.0,11040.0,3635.0,3985.61,1.0,91924.0,146577.0,67495.0,39069.0,2012-07-01,07N,63W,07N63W,Weld
5123350770000,MINCH,3H-4H-L368,CRESTONE PEAK RESOURCES OPERATING LLC,WATTENBERG,CODELL,11928.0,7435.0,H,7826.0,11864.0,4038.0,4628.06,1.0,149933.0,356074.0,90587.0,39106.0,2015-04-01,03N,68W,03N68W,Weld
5123350780000,CARMICHAEL,26U-243,PDC ENERGY,WATTENBERG,NIOBRARA,11245.0,6658.0,H,7273.0,11245.0,3972.0,4898.49,2.0,106433.0,186358.0,75373.0,24488.0,2012-06-01,07N,63W,07N63W,Weld
5123350880000,WIEST J,28-65-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11856.0,7211.55,H,7783.0,11774.0,3991.0,4398.77,1.0,313193.0,1114579.0,127430.0,89004.0,2012-11-01,05N,66W,05N66W,Weld
5123350930000,BASHOR AC,18-62HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,10860.0,6799.94,H,7294.0,10774.0,3480.0,4134.71,2.0,109159.0,226244.0,71452.0,35146.0,2012-06-01,07N,63W,07N63W,Weld
5123351020000,CASTOR PC LA,36-68HN,NOBLE ENERGY,DJ HORIZONTAL NIOBRARA,NIOBRARA,9823.0,5592.0,H,6204.0,9739.0,3535.0,4479.58,2.0,141323.0,131087.0,119475.0,60578.0,2012-06-01,10+N,58W,10+N58W,Weld
5123351110000,WARDELL,26N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11566.0,7065.99,H,7556.0,11566.0,4010.0,4565.23,2.0,125700.0,423123.0,55180.0,48678.0,2012-10-01,03N,65W,03N65W,Weld
5123351120000,WARDELL,1N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11504.0,7051.46,H,7434.0,11489.0,4055.0,4463.65,2.0,169032.0,629080.0,64185.0,43460.0,2012-10-01,03N,65W,03N65W,Weld
5123351130000,CARMICHAEL,26m 223,PDC ENERGY,WATTENBERG,NIOBRARA,11345.0,6595.16,H,7286.0,11345.0,4059.0,5005.11,1.0,115111.0,212386.0,79713.0,33212.0,2012-07-01,07N,63W,07N63W,Weld
5123351150000,WARDELL,27N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11485.0,7012.87,H,7367.0,11400.0,4033.0,4432.2,2.0,182213.0,673519.0,69960.0,49886.0,2012-10-01,03N,65W,03N65W,Weld
5123351160000,WARDELL,27C-29HZX,ANADARKO,WATTENBERG,CODELL,10737.0,7237.03,H,,,,3529.65,2.0,148989.0,593367.0,50094.0,36648.0,2012-10-01,03N,65W,03N65W,Weld
5123351170000,WARDELL,2N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11735.0,6994.38,H,9977.0,10179.0,202.0,4499.84,1.0,79770.0,310234.0,28064.0,15687.0,2012-10-01,03N,65W,03N65W,Weld
5123351180000,PRONGHORN,11-14-12HZ,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10707.0,6044.68,H,6418.0,10707.0,4289.0,4646.7,2.0,73425.0,149746.0,48467.0,21925.0,2012-07-01,05N,61W,05N61W,Weld
5123351360000,WARDELL,28N-20HZ,ANADARKO,WATTENBERG,NIOBRARA,16303.0,7031.26,H,7455.0,16303.0,8848.0,9535.04,2.0,295917.0,1152475.0,103838.0,71644.0,2012-10-01,03N,65W,03N65W,Weld
5123351370000,WARDELL,3C-20HZ,ANADARKO,WATTENBERG,CODELL,16499.0,7237.15,H,7697.0,16499.0,8802.0,9520.27,2.0,387453.0,1642635.0,113681.0,70460.0,2012-10-01,03N,65W,03N65W,Weld
5123351380000,WARDELL,4N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11814.0,7103.0,H,7525.0,11814.0,4289.0,4707.76,2.0,167856.0,589318.0,69636.0,46629.0,2012-10-01,03N,65W,03N65W,Weld
5123351400000,CAMP,3N-31HZX,ANADARKO,WATTENBERG,NIOBRARA,10033.0,7060.41,H,,,,3168.68,2.0,192674.0,532005.0,104006.0,48460.0,2012-09-01,03N,65W,03N65W,Weld
5123351410000,WARDELL,29N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11666.0,7053.0,H,7481.0,11666.0,4185.0,15695.51,2.0,189442.0,660069.0,79431.0,51691.0,2012-10-01,03N,65W,03N65W,Weld
5123351420000,WARDELL,3N-20HZ,ANADARKO,WATTENBERG,NIOBRARA,16343.0,7025.02,H,7501.0,16343.0,8842.0,9520.98,2.0,360194.0,1379486.0,130280.0,75701.0,2012-10-01,03N,65W,03N65W,Weld
5123351430000,CAMP,29N-31HZ,ANADARKO,WATTENBERG,NIOBRARA,11042.0,7211.31,H,7554.0,10956.0,3402.0,4338.64,2.0,219532.0,623838.0,115559.0,55726.0,2012-09-01,03N,65W,03N65W,Weld
5123351440000,CAMP FEDERAL,30C-31HZ,ANADARKO,WATTENBERG,CODELL,11825.0,7361.63,H,8067.0,11825.0,3758.0,4324.07,3.0,189156.0,581011.0,92321.0,50767.0,2012-09-01,03N,65W,03N65W,Weld
5123351450000,CAMP FEDERAL,30N-31HZ,ANADARKO,WATTENBERG,NIOBRARA,11713.0,7150.79,H,7739.0,11713.0,3974.0,4474.97,2.0,177757.0,467829.0,99785.0,63673.0,2012-09-01,03N,65W,03N65W,Weld
5123351470000,CAMP,4N-31HZ,ANADARKO,WATTENBERG,NIOBRARA,11441.0,7153.93,H,7441.0,11312.0,3871.0,4363.33,2.0,242526.0,696460.0,126449.0,62097.0,2012-09-01,03N,65W,03N65W,Weld
5123351480000,BROWN,37C-26HZ,ANADARKO,WATTENBERG,CODELL,12658.0,7486.9,H,8002.0,12574.0,4572.0,5095.77,2.0,182936.0,514029.0,97265.0,44555.0,2012-07-01,03N,66W,03N66W,Weld
5123351490000,WEICHEL,14N-11HZ,ANADARKO,WATTENBERG,NIOBRARA,11941.0,6992.32,H,7333.0,11811.0,4478.0,5115.69,2.0,220355.0,672887.0,108207.0,58548.0,2012-12-01,02N,65W,02N65W,Weld
5123351510000,BROWN,27N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,11913.0,7384.95,H,7753.0,11834.0,4081.0,4333.2,2.0,213025.0,622271.0,109313.0,62929.0,2012-07-01,03N,66W,03N66W,Weld
5123351530000,WEICHEL,27N-11HZ,ANADARKO,WATTENBERG,NIOBRARA,16111.0,6903.82,H,7266.0,16111.0,8845.0,9621.48,1.0,288361.0,1034275.0,115982.0,63896.0,2012-12-01,02N,65W,02N65W,Weld
5123351540000,BROWN FEDERAL,26N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,11799.0,7319.0,H,7710.0,11715.0,4005.0,4323.49,2.0,184001.0,511091.0,98819.0,52162.0,2012-07-01,03N,66W,03N66W,Weld
5123351560000,BROWN,35N-26HZ,ANADARKO,WATTENBERG,NIOBRARA,12758.0,7299.12,H,7797.0,12677.0,4880.0,5131.76,2.0,315878.0,812332.0,180489.0,76035.0,2012-08-01,03N,66W,03N66W,Weld
5123351570000,BROWN,13N-26HZ,ANADARKO,WATTENBERG,NIOBRARA,12716.0,7236.63,H,7655.0,12635.0,4980.0,5077.69,2.0,218072.0,552592.0,125973.0,71647.0,2012-08-01,03N,66W,03N66W,Weld
5123351580000,WEICHEL,28N-11HZ,ANADARKO,WATTENBERG,NIOBRARA,16445.0,6949.0,H,7419.0,16445.0,9026.0,10023.74,2.0,229873.0,701054.0,113031.0,46477.0,2012-12-01,02N,65W,02N65W,Weld
5123351600000,BROWN,13C-26HZX,ANADARKO,WATTENBERG,CODELL,8076.0,7495.12,H,,,,524.69,2.0,267911.0,733406.0,145677.0,66060.0,2012-08-01,03N,66W,03N66W,Weld
5123351610000,WEICHEL,2N-11HZ,ANADARKO,WATTENBERG,NIOBRARA,16340.0,6903.12,H,7397.0,16340.0,8943.0,9647.44,2.0,304131.0,983426.0,140227.0,72539.0,2012-12-01,02N,65W,02N65W,Weld
5123351630000,BROWN,14N-26HZ,ANADARKO,WATTENBERG,NIOBRARA,12820.0,7311.11,H,7971.0,12810.0,4839.0,5154.78,2.0,300412.0,750516.0,175326.0,74811.0,2012-08-01,03N,66W,03N66W,Weld
5123351650000,WEICHEL,27C-11HZ,ANADARKO,WATTENBERG,CODELL,16557.0,7176.12,H,7532.0,16558.0,9026.0,9628.99,2.0,257434.0,752019.0,132097.0,45170.0,2012-12-01,02N,65W,02N65W,Weld
5123351660000,BROWN,1N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,11708.0,7273.7,H,7825.0,11623.0,3798.0,4288.38,2.0,197008.0,677227.0,84137.0,46454.0,2012-07-01,03N,66W,03N66W,Weld
5123351680000,THORNTON,19X-404,PDC ENERGY,WATTENBERG,CODELL,12034.0,7357.44,H,7925.0,11815.0,3890.0,4787.51,2.0,208104.0,428362.0,136710.0,52254.0,2012-06-01,07N,66W,07N66W,Weld
5123351770000,MCGUCKIN H,32-75HN,ANADARKO,WATTENBERG,NIOBRARA,11215.0,7096.0,H,7627.0,11113.0,3486.0,4492.93,2.0,241022.0,683196.0,127156.0,75367.0,2012-09-01,03N,65W,03N65W,Weld
5123351800000,NORTON,14N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11719.0,7194.71,H,7582.0,11632.0,4050.0,4589.89,2.0,194399.0,512957.0,108906.0,51454.0,2013-02-01,03N,66W,03N66W,Weld
5123351810000,NORTON,35C-29HZ,ANADARKO,WATTENBERG,CODELL,11890.0,7379.78,H,7819.0,11890.0,4071.0,4481.07,2.0,172649.0,549896.0,81000.0,40153.0,2013-02-01,03N,66W,03N66W,Weld
5123351820000,NORTON,13N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11737.0,7197.03,H,7582.0,11737.0,4155.0,4561.51,2.0,194210.0,552811.0,102075.0,50100.0,2013-02-01,03N,66W,03N66W,Weld
5123351830000,NORTON,34N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11776.0,7189.92,H,7664.0,11776.0,4112.0,4737.71,2.0,171638.0,439752.0,98346.0,49289.0,2013-02-01,03N,66W,03N66W,Weld
5123351840000,NORTON,35N-29HZ,ANADARKO,WATTENBERG,NIOBRARA,11667.0,7174.13,H,7638.0,11667.0,4029.0,4446.22,2.0,228635.0,594439.0,129562.0,63112.0,2013-02-01,03N,66W,03N66W,Weld
5123351860000,CROW VALLEY 7-62-34,2H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10577.0,6670.32,H,7465.0,10521.0,3056.0,4217.0,1.0,44381.0,114894.0,25232.0,8611.0,2012-05-01,07N,62W,07N62W,Weld
5123351990000,CROW VALLEY 7-62-27,2H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,11549.0,6636.97,H,7478.0,11456.0,3978.0,5238.67,1.0,33636.0,75614.0,21034.0,4733.0,2012-05-01,07N,62W,07N62W,Weld
5123352010000,BROWN,28C-35HZ,ANADARKO,WATTENBERG,CODELL,11853.0,7485.26,H,7967.0,11772.0,3805.0,4271.37,2.0,179378.0,504225.0,95341.0,41541.0,2012-07-01,03N,66W,03N66W,Weld
5123352020000,BROWN,2N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,11822.0,7330.97,H,7847.0,11741.0,3894.0,4106.29,2.0,231097.0,636395.0,125031.0,64763.0,2012-08-01,03N,66W,03N66W,Weld
5123352030000,BROWN,28N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,11776.0,7258.11,H,7751.0,11690.0,3939.0,4231.28,2.0,205933.0,574731.0,110144.0,52376.0,2012-07-01,03N,66W,03N66W,Weld
5123352040000,GUTTERSEN STATE,D16-63-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11243.0,6844.0,H,7355.0,11122.0,3767.0,4654.37,2.0,85474.0,279712.0,38855.0,29493.0,2012-09-01,03N,64W,03N64W,Weld
5123352070000,STATE ANTELOPE,14-11-24HZ,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10730.0,6083.67,H,6695.0,10730.0,4035.0,4651.7,2.0,121385.0,191536.0,89462.0,47428.0,2012-04-01,05N,62W,05N62W,Weld
5123352090000,GUTTERSEN STATE,D16-65-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11090.0,6861.16,H,7313.0,10960.0,3647.0,4491.7,1.0,95735.0,330487.0,40654.0,33817.0,2012-09-01,03N,64W,03N64W,Weld
5123352140000,JONES,AC06-75HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,7102.0,6822.48,H,,,,449.48,1.0,74576.0,119679.0,54630.0,21574.0,2012-08-01,07N,63W,07N63W,Weld
5123352170000,FRENCH LAKE 3-63-14,3H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10429.0,6411.23,H,7095.0,10401.0,3306.0,4325.14,2.0,111442.0,194887.0,78961.0,30111.0,2012-05-01,03N,63W,03N63W,Weld
5123352180000,FRENCH LAKE 3-63-22,1H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10332.0,6484.0,H,7542.0,10234.0,2692.0,4252.4,1.0,47272.0,82657.0,33496.0,14026.0,2012-06-01,03N,63W,03N63W,Weld
5123352200000,STATE PRONGHORN,41-44-16HZ,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10725.0,6079.38,H,6420.0,10675.0,4255.0,4658.93,2.0,123340.0,260242.0,79966.0,39442.0,2012-05-01,05N,61W,05N61W,Weld
5123352280000,MELBON RANCH,3B-17H,CRESTONE PEAK RESOURCES OPERATING LLC,WATTENBERG,NIOBRARA,11980.0,7144.91,H,7586.0,11788.0,4202.0,4715.39,1.0,237729.0,898328.0,88008.0,77897.0,2012-07-01,02N,65W,02N65W,Weld
5123352330000,BOULTER STATE,G16-75HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11589.0,7109.0,H,7773.0,11456.0,3683.0,4012.42,2.0,212585.0,978916.0,49432.0,68047.0,2012-12-01,04N,65W,04N65W,Weld
5123352350000,DF RANCH PC,GK02-77HN,8 NORTH ,DJ HORIZONTAL NIOBRARA,NIOBRARA,11004.0,6916.0,H,7425.0,10923.0,3498.0,4417.54,1.0,63435.0,54098.0,54419.0,21849.0,2013-02-01,10+N,61W,10+N61W,Weld
5123352390000,CROW VALLEY 7-62-28,4H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10833.0,6735.82,H,7353.0,10696.0,3343.0,4498.52,2.0,25084.0,64872.0,14272.0,8430.0,2012-06-01,07N,62W,07N62W,Weld
5123352420000,BALL RANCH,AC03-68HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11188.0,6800.21,H,7310.0,11055.0,3745.0,4442.94,2.0,38985.0,79952.0,25660.0,12239.0,2012-10-01,07N,63W,07N63W,Weld
5123352470000,CROW VALLEY 7-62-31,2H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,11566.0,6633.0,H,7495.0,11511.0,4016.0,5262.22,2.0,114331.0,233900.0,75348.0,31061.0,2012-07-01,07N,62W,07N62W,Weld
5123352480000,BALL RANCH,AC04-72HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11303.0,6829.34,H,7587.0,11174.0,3587.0,4657.8,1.0,73113.0,128464.0,51702.0,20492.0,2012-10-01,07N,63W,07N63W,Weld
