API14,WellName,WellNumber,OperatorAlias,Field,TargetFormation,TotalDepth,VerticalDepth,DrillType,UpperPerforation,LowerPerforation,GrossPerforatedInterval,HorizontalLength,TreatmentJobCount,CumBOE,CumGas,CumOil,First6BOE,FirstProdDate,Township,Range,TR,County
5123192590000,BRINGELSON,1-28X,PETERSON ENERGY OPERATING,NEW DAY,NIOBRARA,7630.0,5827.0,H,6185.0,7415.0,1230.0,,1.0,474.0,0.0,474.0,448.0,1997-03-01,09N,58W,09N58W,Weld
5001097530000,WEP,4-28-11-3-64,AXIS ENERGY,DJ HORIZONTAL NIOBRARA,NIOBRARA,11431.0,7551.0,H,7519.0,11431.0,3912.0,4376.37,2.0,28664.0,45552.0,21072.0,10662.0,2017-04-01,03S,64W,03S64W,Adams
5001097540000,WEP,1-28-11-3-64,AXIS ENERGY,DJ HORIZONTAL NIOBRARA,NIOBRARA,11715.0,7594.0,H,8151.0,11715.0,3564.0,3575.27,2.0,33546.0,60174.0,23517.0,13185.0,2013-02-01,03S,64W,03S64W,Adams
5001098010000,SHARP,24-3-11HC,WARD PETR,WATTENBERG,CODELL,10161.0,7774.0,H,,,,2247.84,1.0,188242.0,273498.0,142659.0,46241.0,2015-01-01,01S,67W,01S67W,Adams
5001098260000,ALICIA,12-15H-5N,WARD PETR,SPINDLE,NIOBRARA,13842.0,7821.0,H,,,,5524.53,1.0,159344.0,348837.0,101205.0,53409.0,2015-09-01,01S,68W,01S68W,Adams
5001097850000,STATE OF CO,1S-66-36-1609CH,EXTRACTION O&G,THIRD CREEK,NIOBRARA,12177.31,7576.73,H,,,,4499.09,1.0,22828.0,39256.0,16285.0,7094.0,2014-06-01,01S,66W,01S66W,Adams
5001097830000,STATE OF CO,1S-66-36-0108BH,EXTRACTION O&G,THIRD CREEK,NIOBRARA,12164.98,7511.68,H,,,,4556.06,1.0,23909.0,44706.0,16458.0,8304.0,2014-06-01,01S,66W,01S66W,Adams
5001097820000,STATE OF CO,1S-66-36-0108CH,EXTRACTION O&G,WATTENBERG,NIOBRARA,12194.7,7574.72,H,,,,4525.4,1.0,21407.0,45118.0,13887.0,7118.0,2014-06-01,01S,66W,01S66W,Adams
5001097810000,STATE OF CO,1S-66-36-1609BH,EXTRACTION O&G,THIRD CREEK,NIOBRARA,12117.48,7513.7,H,,,,4504.51,1.0,31084.0,65779.0,20121.0,10385.0,2014-06-01,01S,66W,01S66W,Adams
5001097800000,STATE OF CO,1-66-36-1609CDH,EXTRACTION O&G,THIRD CREEK,CODELL,12347.0,7737.69,H,,,,4512.42,1.0,17477.0,17110.0,14625.0,6927.0,2014-06-01,01S,66W,01S66W,Adams
5001097780000,AFTON,12-16H-4,WARD PETR,SPINDLE,CODELL,12601.0,8018.0,H,,,,4200.24,1.0,179792.0,495129.0,97271.0,60797.0,2014-04-01,01S,68W,01S68W,Adams
5001097770000,WILLOW BEND LD,18-366HC,GREAT WESTERN OPERATING,SPINDLE,NIOBRARA,12835.0,8045.0,H,,,,4529.93,1.0,58379.0,195049.0,25871.0,22572.0,2015-10-01,01S,67W,01S67W,Adams
5001097750000,WILLOW BEND LD,18-37HN,GREAT WESTERN OPERATING,SPINDLE,NIOBRARA,12482.0,7826.0,H,,,,4490.44,1.0,44004.0,186020.0,13001.0,15686.0,2015-10-01,01S,67W,01S67W,Adams
5001097740000,WILLOW BEND,18-22HC,GREAT WESTERN OPERATING,WATTENBERG,CODELL,12670.0,8088.0,H,,,,4459.3,1.0,104484.0,294008.0,55482.0,52873.0,2014-08-01,01S,67W,01S67W,Adams
5001097730000,WILLOW BEND LD,18-23HN,GREAT WESTERN OPERATING,SPINDLE,NIOBRARA,12663.0,7799.0,H,,,,4584.27,1.0,42838.0,146086.0,18490.0,13982.0,2015-10-01,01S,67W,01S67W,Adams
5001097720000,WILLOW BEND LD,18-22HN,GREAT WESTERN OPERATING,SPINDLE,NIOBRARA,12482.0,7838.37,H,,,,4458.2,1.0,112547.0,314442.0,60140.0,50405.0,2014-08-01,01S,67W,01S67W,Adams
5001098410000,WILLOW BEND LD,18-361HC,GREAT WESTERN OPERATING,WATTENBERG,CODELL,12708.0,8045.0,H,,,,4463.02,1.0,64313.0,269514.0,19394.0,23404.0,2015-10-01,01S,67W,01S67W,Adams
5001098450000,WARD RIVERDALE,14-4-12HC,WARD PETR,WATTENBERG,CODELL,12816.0,7841.0,H,,,,4658.59,1.0,246332.0,420351.0,176273.0,97243.0,2015-06-01,01S,67W,01S67W,Adams
5001098470000,ANDERSON,19-1-10HC,WARD PETR,WATTENBERG,CODELL,12510.0,7707.0,H,,,,5786.57,1.0,250738.0,348722.0,192618.0,93034.0,2015-10-01,01S,66W,01S66W,Adams
5001098580000,SCHAEFER,2536-1-4HC,WARD PETR,WATTENBERG,NIOBRARA,17952.0,7772.0,H,8352.0,17959.0,9607.0,5250.96,1.0,147990.0,118273.0,128278.0,110590.0,2017-08-01,01S,67W,01S67W,Adams
5001098600000,SCHAEFER,2413-3-15HN,WARD PETR,WATTENBERG,NIOBRARA,17914.0,7650.0,H,,,,4535.6,1.0,137220.0,137641.0,114280.0,95156.0,2017-08-01,01S,67W,01S67W,Adams
5001099260000,WARD RIVERDALE,15-2-11HC,WARD PETR,WATTENBERG,CODELL,12885.0,7904.0,H,,,,5265.93,1.0,90668.0,100378.0,73938.0,60840.0,2016-12-01,01S,67W,01S67W,Adams
5001099410000,ANDERSON,18-3-11HC,WARD PETR,WATTENBERG,CODELL,12607.0,7666.0,H,,,,3889.91,1.0,192841.0,282836.0,145702.0,77329.0,2016-06-01,01S,66W,01S66W,Adams
5001099930000,OCHO LD,17-367HC,GREAT WESTERN OPERATING,WATTENBERG,CODELL,18298.0,8005.0,H,,,,9350.72,1.0,47646.0,49814.0,39344.0,1877.0,2017-06-01,01S,67W,01S67W,Adams
5001099940000,OCHO LD,17-367HN,GREAT WESTERN OPERATING,WATTENBERG,NIOBRARA,18072.0,7755.0,H,,,,9375.69,1.0,32229.0,60482.0,22149.0,2094.0,2017-06-01,01S,67W,01S67W,Adams
5001099960000,OCHO LD,17-364HC,GREAT WESTERN OPERATING,WATTENBERG,CODELL,18443.0,8005.0,H,,,,9498.45,1.0,44950.0,48596.0,36851.0,10842.0,2017-06-01,01S,67W,01S67W,Adams
5001100010000,OCHO LD,17-365HN,GREAT WESTERN OPERATING,WATTENBERG,NIOBRARA,18271.0,7843.0,H,,,,9435.09,1.0,197971.0,235555.0,158712.0,117923.0,2017-06-01,01S,67W,01S67W,Adams
5005071670000,STATE OF CO,5-24XXHZ,RENEGADE OIL&GAS,DJ HORIZONTAL NIOBRARA,NIOBRARA,8418.0,8016.0,H,,,,247.82,1.0,45342.0,72394.0,33276.0,15897.0,2011-11-01,05S,65W,05S65W,Arapahoe
5005071730000,WATKINS,4-64-19-1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12221.0,7719.0,H,8093.0,12088.0,3995.0,4643.03,2.0,196830.0,341679.0,139883.0,58973.0,2013-11-01,04S,64W,04S64W,Arapahoe
5005071790000,GRIMM 34,4H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,8000.0,7999.0,H,,,,43.67,1.0,56671.0,87319.0,42118.0,12229.0,2012-11-01,04S,64W,04S64W,Arapahoe
5005071800000,BOMHOFF,5-8H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12142.0,7468.27,H,7951.0,11934.0,3983.0,4541.91,2.0,205038.0,335967.0,149043.0,62014.0,2014-04-01,04S,64W,04S64W,Arapahoe
5005071820000,STANER 5-58,1-8H,SWN PROD,WILDCAT,OTHER,11742.0,8808.0,H,8452.0,11661.0,3209.0,4046.75,5.0,7300.0,3526.0,6712.0,346.0,2012-09-01,05S,58W,05S58W,Arapahoe
5005071890000,WATKINS,30-5-8H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12116.0,7736.0,H,8191.0,11936.0,3745.0,4628.06,1.0,127958.0,317858.0,74982.0,45021.0,2014-08-01,04S,64W,04S64W,Arapahoe
5005071920000,WATKINS,30-5-4H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12169.0,7743.0,H,8108.0,11974.0,3866.0,4645.77,1.0,296118.0,597398.0,196552.0,80418.0,2014-08-01,04S,64W,04S64W,Arapahoe
5005072090000,TEBO 29,2H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12436.0,7884.0,H,8232.0,12311.0,4079.0,5038.58,1.0,217121.0,354542.0,158031.0,68933.0,2014-07-01,04S,64W,04S64W,Arapahoe
5005072100000,TEBO 4,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12065.0,9793.0,H,,,,4572.13,1.0,178687.0,231810.0,140052.0,56003.0,2014-05-01,05S,64W,05S64W,Arapahoe
5005072110000,YOUNGBERG 10-11,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,16539.0,7529.0,H,7805.0,16539.0,8734.0,9347.06,2.0,108540.0,172466.0,79796.0,29518.0,2013-12-01,04S,64W,04S64W,Arapahoe
5005072120000,CLINE 4-64 2,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,11240.0,7427.0,H,7779.0,11041.0,3262.0,4139.63,2.0,106697.0,194399.0,74297.0,25773.0,2014-01-01,04S,64W,04S64W,Arapahoe
5005072170000,GRIMM MOTOCROSS 4-65 23-24,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,7961.0,7880.0,H,,,,504.14,1.0,343751.0,531894.0,255102.0,102079.0,2014-11-01,04S,65W,04S65W,Arapahoe
5005072180000,SUNSET 4-65 21-22,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,17391.0,8007.0,H,,,,9738.92,1.0,385233.0,659846.0,275259.0,127814.0,2014-11-01,04S,65W,04S65W,Arapahoe
5005072190000,STATE HARVARD,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,15236.0,8193.0,H,8296.0,15016.0,6720.0,7626.51,1.0,376069.0,476632.0,296630.0,110612.0,2014-09-01,05S,65W,05S65W,Arapahoe
5005072200000,STATE BLANCA,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,15228.0,7819.0,H,8264.0,15054.0,6790.0,7617.49,1.0,307862.0,371441.0,245955.0,100042.0,2014-10-01,05S,65W,05S65W,Arapahoe
5005072210000,STATE MASSIVE,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,16841.0,7997.0,H,8380.0,16710.0,8330.0,9168.78,1.0,334535.0,453207.0,259001.0,112130.0,2014-12-01,05S,65W,05S65W,Arapahoe
5005072220000,STATE ELBERT,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,12263.0,7817.0,H,8228.0,12043.0,3815.0,5085.61,1.0,139312.0,191084.0,107465.0,48930.0,2014-12-01,05S,65W,05S65W,Arapahoe
5005072230000,PROSPER FARMS 4-65 11-12,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,14645.0,7749.0,H,8143.0,14513.0,6370.0,7123.18,1.0,344270.0,519139.0,257747.0,132479.0,2015-04-01,04S,65W,04S65W,Arapahoe
5005072240000,SKY RANCH 4-65 9-10,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,17305.0,7958.0,H,8456.0,17173.0,8717.0,9741.06,2.0,349067.0,585698.0,251451.0,126674.0,2015-02-01,04S,65W,04S65W,Arapahoe
5005072260000,PROPERTY RESERVE 4-65 3-4,1H,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,16985.0,8061.0,H,8253.0,16793.0,8540.0,9314.34,1.0,298986.0,463222.0,221782.0,102770.0,2015-02-01,04S,65W,04S65W,Arapahoe
5005072420000,MONTEZUMA 4-64 18-13,4H,CONOCO PHILLIPS,WILDCAT,NIOBRARA,15188.0,7798.0,H,,,,6727.54,1.0,96481.0,137663.0,73537.0,80383.0,2017-08-01,04S,64W,04S64W,Arapahoe
5005072450000,B&D LAND 4-64 4-5,4BH,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,15341.0,7603.11,H,7835.0,15180.0,7345.0,8067.05,1.0,80700.0,88870.0,65888.0,80699.0,2017-10-01,04S,64W,04S64W,Arapahoe
5005072490000,PROSPER FARMS 4-65 2-1,4AH,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,14488.0,7794.0,H,8021.0,14321.0,6300.0,7033.83,1.0,79793.0,83217.0,65923.0,79792.0,2017-10-01,04S,65W,04S65W,Arapahoe
5005072500000,PROSPER FARMS 4-65 2-1,4CH,CONOCO PHILLIPS,DJ HORIZONTAL NIOBRARA,NIOBRARA,14617.0,7785.0,H,8147.0,14447.0,6300.0,7059.67,1.0,67427.0,75205.0,54893.0,67427.0,2017-10-01,04S,65W,04S65W,Arapahoe
5005072550000,BISON 4-64 15-16,2BHZ,AXIS ENERGY,CHALICE,NIOBRARA,15026.0,7593.0,H,,,,7998.4,1.0,199689.0,271710.0,154404.0,130006.0,2017-01-01,04S,64W,04S64W,Arapahoe
5005072670000,WILDHORSE,5-64 15-16-1BHZ,HIGHLANDS NATURAL RESOURCES CORPORATION,WILDCAT,NIOBRARA,18338.0,7745.0,H,,,,10267.28,1.0,109815.0,160557.0,83055.0,92765.0,2017-10-01,05S,64W,05S64W,Arapahoe
5005072690000,POWELL,5-64 15-16-1CHZ,HIGHLANDS NATURAL RESOURCES CORPORATION,WILDCAT,NIOBRARA,18237.0,7828.0,H,,,,10238.4,1.0,106354.0,140731.0,82899.0,91200.0,2017-10-01,05S,64W,05S64W,Arapahoe
5069064360000,RAWHIDE FLATS 10-68-16,1H,EDGE ENERGY II LLC,DJ HORIZONTAL NIOBRARA,NIOBRARA,11585.0,5324.0,H,6618.0,11490.0,4872.0,5690.92,2.0,13468.0,21514.0,9882.0,6583.0,2011-12-01,10+N,68W,10+N68W,Larimer
5069064450000,MIRACLE,33N-12HZ,ANADARKO,WATTENBERG,NIOBRARA,11657.0,7067.06,H,7435.0,11657.0,4222.0,4765.98,1.0,101053.0,167619.0,73116.0,29946.0,2013-10-01,05N,68W,05N68W,Larimer
5069064460000,MIRACLE,13C-12HZ,ANADARKO,WATTENBERG,CODELL,11892.0,7211.99,H,7633.0,11892.0,4259.0,4783.91,1.0,226667.0,436328.0,153946.0,44376.0,2013-10-01,05N,68W,05N68W,Larimer
5069064700000,MIRACLE,40N-11HZ,ANADARKO,WATTENBERG,NIOBRARA,13558.0,7081.0,H,7562.0,13433.0,5871.0,5700.55,1.0,125638.0,255123.0,83118.0,46528.0,2015-11-01,05N,68W,05N68W,Larimer
5069064710000,MIRACLE,9C-11HZ,ANADARKO,WATTENBERG,CODELL,13682.0,7229.0,H,7843.0,13574.0,5731.0,5769.33,1.0,222388.0,598862.0,122578.0,48377.0,2015-11-01,05N,68W,05N68W,Larimer
5069064770000,ENCORE,41N-12HZ,ANADARKO,WATTENBERG,NIOBRARA,13853.0,6986.0,H,7656.0,13738.0,6082.0,5197.22,1.0,168828.0,275832.0,122856.0,65055.0,2015-11-01,05N,68W,05N68W,Larimer
5069064780000,ENCORE,8C-12HZ,ANADARKO,WATTENBERG,CODELL,13986.0,7309.0,H,8034.0,13820.0,5786.0,5281.44,1.0,255552.0,713564.0,136625.0,68952.0,2015-11-01,05N,68W,05N68W,Larimer
5069064790000,ENCORE,1C-12HZ,ANADARKO,WATTENBERG,CODELL,14168.0,7304.0,H,8008.0,14054.0,6046.0,5166.22,1.0,299563.0,692076.0,184217.0,72372.0,2015-11-01,05N,68W,05N68W,Larimer
5069064800000,ENCORE,40N-12HZ,ANADARKO,WATTENBERG,NIOBRARA,13274.0,7175.0,H,7857.0,13153.0,5296.0,5443.82,1.0,105288.0,159219.0,78751.0,46755.0,2015-11-01,05N,68W,05N68W,Larimer
5069064810000,ENCORE,26N-12HZ,ANADARKO,WATTENBERG,NIOBRARA,14030.0,7158.0,H,7818.0,13916.0,6098.0,5175.05,1.0,127968.0,186096.0,96952.0,52994.0,2015-11-01,05N,68W,05N68W,Larimer
5069064830000,FOLLEY SOUTH,3,ANADARKO,WATTENBERG,NIOBRARA,15995.0,6998.0,H,7542.0,15735.0,8193.0,8536.42,1.0,173388.0,262525.0,129634.0,76073.0,2016-12-01,05N,68W,05N68W,Larimer
5069064840000,FOLLEY SOUTH,1,ANADARKO,WATTENBERG,NIOBRARA,17048.0,7008.0,H,7513.0,16934.0,9421.0,9725.38,1.0,178649.0,233784.0,139684.0,81528.0,2016-12-01,05N,68W,05N68W,Larimer
5069064860000,FOLLEY NORTH,1,ANADARKO,WATTENBERG,NIOBRARA,18245.0,7049.0,H,7611.0,17991.0,10380.0,11733.62,1.0,193003.0,262005.0,149336.0,88900.0,2016-12-01,05N,68W,05N68W,Larimer
5123314320000,STATE,2-16-1,CHESAPEAKE,DJ HORIZONTAL NIOBRARA,NIOBRARA,13110.0,7595.0,H,8251.0,13110.0,4859.0,,1.0,5044.0,6329.0,3989.0,639.0,2011-03-01,09N,67W,09N67W,Weld
5123334060000,DUTCH LAKE,17-25H,HIGHPOINT OPERATING CORPORATION,WATTENBERG,NIOBRARA,10651.0,6223.0,H,6721.0,10600.0,3879.0,4181.11,1.0,82606.0,210718.0,47486.0,32739.0,2013-05-01,06N,62W,06N62W,Weld
5123347570000,MOSER H,27-79HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11568.0,7000.85,H,7516.0,11495.0,3979.0,5213.88,2.0,162108.0,502275.0,78395.0,67496.0,2013-10-01,03N,65W,03N65W,Weld
5123349250000,FURROW FEDERAL PC,AB14-63HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11296.0,6849.09,H,7326.0,11204.0,3878.0,4494.03,1.0,53694.0,76105.0,41010.0,18880.0,2013-04-01,07N,64W,07N64W,Weld
5123349520000,FRYE FARMS,7,EXTRACTION O&G,WATTENBERG,NIOBRARA,14407.0,7036.0,H,7781.0,14287.0,6506.0,5727.96,2.0,164954.0,375653.0,102345.0,65416.0,2015-01-01,06N,67W,06N67W,Weld
5123352460000,CROW VALLEY 7-62-24,2H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,15885.0,6553.0,H,7171.0,15885.0,8714.0,9680.99,2.0,48448.0,115488.0,29200.0,18895.0,2015-01-01,07N,62W,07N62W,Weld
5123352920000,NORTH PLATTE,J-F-34HNB,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,11022.0,6330.0,H,6973.0,11022.0,4049.0,4342.85,1.0,87261.0,223859.0,49951.0,50227.0,2015-04-01,05N,63W,05N63W,Weld
5123352980000,NORTH PLATTE,J14-F11-34HNC,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,11042.0,6375.0,H,6975.0,11042.0,4067.0,4318.29,1.0,126311.0,320111.0,72959.0,54135.0,2015-04-01,05N,63W,05N63W,Weld
5123355430000,MULE DEER 6-61-16,4H,BONANZA CREEK ENERGY,WATTENBERG,NIOBRARA,10000.0,6214.0,H,6944.0,10000.0,3056.0,4101.92,2.0,74425.0,191229.0,42553.0,32177.0,2015-01-01,06N,61W,06N61W,Weld
5123356770000,THISTLE DOWN STATE PC,F36-65HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11142.0,6911.0,H,7387.0,11017.0,3630.0,4354.99,1.0,149175.0,578719.0,52722.0,54025.0,2013-06-01,05N,65W,05N65W,Weld
5123358970000,DOVE,22N-13HZ,ANADARKO,WATTENBERG,NIOBRARA,14335.0,7239.46,H,7654.0,14335.0,6681.0,7081.37,1.0,434202.0,1414386.0,198471.0,77618.0,2013-11-01,02N,66W,02N66W,Weld
5123359000000,DOVE,25N-13HZ,ANADARKO,WATTENBERG,NIOBRARA,14343.0,7250.51,H,7700.0,14343.0,6643.0,7082.52,1.0,329651.0,998269.0,163273.0,74585.0,2013-11-01,02N,66W,02N66W,Weld
5123359020000,DOVE,32N-13HZ,ANADARKO,WATTENBERG,NIOBRARA,14438.0,7288.85,H,7738.0,14438.0,6700.0,6962.86,1.0,364993.0,1187358.0,167100.0,76316.0,2013-11-01,02N,66W,02N66W,Weld
5123359050000,DOVE,7N-13HZ,ANADARKO,WATTENBERG,NIOBRARA,14335.0,7173.09,H,7651.0,14335.0,6684.0,7074.8,1.0,343134.0,1149021.0,151631.0,70245.0,2013-10-01,02N,66W,02N66W,Weld
5123359510000,HUDSON,14N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,16905.0,6972.35,H,7384.0,16905.0,9521.0,9853.52,1.0,322748.0,847144.0,181557.0,66567.0,2013-07-01,02N,65W,02N65W,Weld
5123359520000,HUDSON,13N-35HZ,ANADARKO,WATTENBERG,NIOBRARA,16703.0,6956.58,H,7351.0,16703.0,9352.0,9858.83,1.0,242170.0,597574.0,142574.0,55505.0,2013-06-01,02N,65W,02N65W,Weld
5123359990000,GOBBLER,28N-23HZ,ANADARKO,WATTENBERG,NIOBRARA,11881.0,7389.24,H,7831.0,11881.0,4050.0,4581.65,1.0,212718.0,715587.0,93454.0,48757.0,2013-10-01,02N,66W,02N66W,Weld
5123360020000,THOMASON,11N-31HZ,ANADARKO,WATTENBERG,NIOBRARA,14247.0,7198.16,H,7660.0,13858.0,6198.0,7110.8,1.0,253268.0,663698.0,142652.0,69252.0,2014-04-01,01N,65W,01N65W,Weld
5123360170000,VONDERLAGE FED,28N-W31HZ,ANADARKO,WATTENBERG,NIOBRARA,11611.0,7095.94,H,7667.0,11611.0,3944.0,4232.77,1.0,251996.0,939799.0,95363.0,56749.0,2013-11-01,03N,66W,03N66W,Weld
5123360930000,IONE,2C-2H,CRESTONE PEAK RESOURCES OPERATING LLC,WATTENBERG,NIOBRARA,11559.0,7306.49,H,7742.0,11499.0,3757.0,4306.09,1.0,196810.0,563375.0,102914.0,59153.0,2013-07-01,02N,66W,02N66W,Weld
5123361000000,DALTON,24Q-241,PDC ENERGY,WATTENBERG,NIOBRARA,11637.0,7193.37,H,7890.0,11504.0,3614.0,4574.69,2.0,100966.0,154122.0,75279.0,34761.0,2013-07-01,07N,66W,07N66W,Weld
5123361220000,SHURVIEW,13N-3HZ,ANADARKO,WATTENBERG,NIOBRARA,11325.0,7003.79,H,7532.0,11325.0,3793.0,4061.37,1.0,75623.0,164711.0,48171.0,32289.0,2013-06-01,05N,67W,05N67W,Weld
5123361380000,REIGLE,28N-4HZ,ANADARKO,WATTENBERG,NIOBRARA,11469.0,7050.66,H,7452.0,11469.0,4017.0,4130.93,1.0,166841.0,476527.0,87420.0,50147.0,2013-03-01,02N,65W,02N65W,Weld
5123361570000,WELLS RANCH STATE USX,AA16-63-1HNL,NOBLE ENERGY,WATTENBERG,NIOBRARA,16387.0,6750.0,H,7334.0,16262.0,8928.0,10268.56,1.0,352781.0,827706.0,214830.0,101009.0,2013-05-01,06N,63W,06N63W,Weld
5123362040000,LIBERTY,2D-21H,CRESTONE PEAK RESOURCES OPERATING LLC,WATTENBERG,NIOBRARA,11440.0,6934.0,H,7412.0,11376.0,3964.0,4578.98,2.0,169000.0,465617.0,91397.0,44411.0,2014-05-01,03N,68W,03N68W,Weld
5123362180000,GITTLEIN,29N-28HZ,ANADARKO,WATTENBERG,NIOBRARA,14164.0,7048.13,H,7245.0,13951.0,6706.0,7227.42,1.0,287765.0,808897.0,152949.0,70763.0,2014-02-01,02N,65W,02N65W,Weld
5123362240000,RUSSIAN FIDDLER,35C-18HZ,ANADARKO,WATTENBERG,NIOBRARA,12528.0,7394.0,H,7744.0,12528.0,4784.0,10883.43,1.0,311054.0,984289.0,147006.0,59887.0,2013-08-01,02N,65W,02N65W,Weld
5123362290000,RUSSIAN FIDDLER,15N-18HZ,ANADARKO,WATTENBERG,NIOBRARA,12713.0,7235.57,H,7730.0,12713.0,4983.0,5412.74,1.0,249860.0,883977.0,102531.0,61860.0,2013-08-01,02N,65W,02N65W,Weld
5123362510000,IONE,2A-2H,CRESTONE PEAK RESOURCES OPERATING LLC,WATTENBERG,NIOBRARA,11873.0,7368.98,H,7762.0,11811.0,4049.0,4426.11,1.0,205199.0,572445.0,109792.0,57246.0,2013-07-01,02N,66W,02N66W,Weld
5123362920000,DECHANT STATE,38N-1HZ,NOBLE ENERGY,WATTENBERG,NIOBRARA,16675.0,6937.37,H,7340.0,16675.0,9335.0,9774.42,1.0,371841.0,1136884.0,182360.0,69947.0,2013-05-01,03N,65W,03N65W,Weld
5123362990000,TREBOR B,11-67-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11070.0,6572.0,H,7179.0,10957.0,3778.0,4005.82,1.0,195179.0,757617.0,68909.0,55188.0,2013-10-01,05N,64W,05N64W,Weld
5123363000000,DECHANT STATE,37N-E36HZ,NOBLE ENERGY,WATTENBERG,NIOBRARA,11412.0,6838.94,H,,,,4572.08,1.0,166860.0,544304.0,76143.0,41575.0,2013-05-01,03N,65W,03N65W,Weld
5123363050000,ROBERTS,35N-22HZ,ANADARKO,WATTENBERG,NIOBRARA,12317.0,7204.0,H,7761.0,12317.0,4556.0,4825.6,1.0,194589.0,718704.0,74805.0,48888.0,2015-03-01,03N,66W,03N66W,Weld
5123363060000,FARLEY,30N-23HZ,ANADARKO,WATTENBERG,NIOBRARA,11722.0,7206.74,H,7597.0,11722.0,4125.0,4233.16,1.0,175498.0,695267.0,59620.0,20592.0,2013-12-01,03N,66W,03N66W,Weld
5123363070000,FARLEY,1N-23HZ,ANADARKO,WATTENBERG,NIOBRARA,11883.0,7203.77,H,7873.0,11828.0,3955.0,4323.99,1.0,145581.0,607653.0,44305.0,25441.0,2013-12-01,03N,66W,03N66W,Weld
5123363140000,ROBERTS,34N-22HZ,ANADARKO,WATTENBERG,NIOBRARA,12228.0,7234.0,H,7669.0,12228.0,4559.0,4766.6,1.0,211593.0,776890.0,82111.0,51660.0,2015-02-01,03N,66W,03N66W,Weld
5123363180000,SLW RANCH B,"=""01-66-1HN""",NOBLE ENERGY,WATTENBERG,NIOBRARA,11201.0,6698.0,H,7269.0,11085.0,3816.0,4700.75,1.0,217100.0,799866.0,83789.0,61640.0,2013-06-01,05N,64W,05N64W,Weld
5123363290000,NO WORRIES PC,G14-64-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,11209.0,6864.0,H,7416.0,11110.0,3694.0,4467.07,1.0,215082.0,839244.0,75208.0,73285.0,2014-04-01,04N,65W,04N65W,Weld
5123363770000,NAKAGAWA,B13-62-1HN,NOBLE ENERGY,WATTENBERG,NIOBRARA,10994.0,6492.0,H,7080.0,10910.0,3830.0,4603.73,2.0,234972.0,834064.0,95961.0,77497.0,2013-09-01,05N,64W,05N64W,Weld
5123363810000,DECHANT,37N-E1HZ,NOBLE ENERGY,WATTENBERG,NIOBRARA,11723.0,6861.95,H,7623.0,11723.0,4100.0,5219.91,1.0,155231.0,551393.0,63332.0,51605.0,2013-06-01,03N,65W,03N65W,Weld
5123363820000,DECHANT,37N-W1HZ,NOBLE ENERGY,WATTENBERG,NIOBRARA,12384.0,6939.43,H,8246.0,12384.0,4138.0,5053.75,1.0,131811.0,479916.0,51825.0,38209.0,2013-06-01,03N,65W,03N65W,Weld
5123364050000,COUGAR B,"=""02-69-1HN""",NOBLE ENERGY,WATTENBERG,NIOBRARA,10282.0,6636.0,H,7109.0,10190.0,3081.0,3925.17,2.0,161912.0,617901.0,58928.0,38703.0,2014-04-01,05N,64W,05N64W,Weld
