APINumber,gel,slick,xlinkgel,hybrid,VerticalDepth,HorizontalLength,GrossPerforatedInterval,nphf_sqrt,sandmass,sqrtsandmass,sandperft,location,First6BOE,hzlen_bin_<1,hzlen_bin_1-2,hzlen_bin_>2
5001098010000,0,1,1,1.0,7774.0,2247.84,2901.282977014024,73.12015469749758,2533880.960390808,1591.8168740124624,249.37318771683968,2,46241.0,1,0,0
5001097850000,0,1,1,1.0,7576.73,4499.09,5094.584804578321,73.51533986469543,3274332.440822408,1809.5116581062439,268.88799257162776,0,7094.0,1,0,0
5001097830000,0,1,1,1.0,7511.68,4556.06,5150.088371537273,73.52531284165153,3045143.183807207,1745.0338632265011,250.32044309215527,0,8304.0,1,0,0
5001097820000,0,1,1,1.0,7574.72,4525.4,5120.217573521449,73.51994577309311,2784210.559125429,1668.5953850845415,228.3131654838109,1,7118.0,1,0,0
5001097810000,0,1,1,1.0,7513.7,4504.51,5099.865291376944,73.51628872993425,3056162.09867342,1748.1882331927018,252.2110289163605,0,10385.0,1,0,0
5001097800000,0,1,1,1.0,7737.69,4512.42,5107.57168447235,73.51767349098888,3144599.9418157577,1773.3019883301765,254.68534395527317,2,6927.0,1,0,0
5001097780000,0,1,1,1.0,8018.0,4200.24,4803.427335986387,73.46300200790608,2663777.655416646,1632.1083467149617,211.39414771975606,2,60797.0,1,0,0
5001097770000,0,0,0,0.0,8045.0,4529.93,5124.630969314394,73.52073877951449,3443318.671834056,1855.6181373962845,268.27570485656844,0,22572.0,1,0,0
5001097750000,0,0,0,0.0,7826.0,4490.44,5086.157459410778,73.5138255064258,3630947.434334727,1905.5045091352388,290.8946830904284,0,15686.0,1,0,0
5001097730000,0,0,0,0.0,7799.0,4584.27,5177.57223363859,73.53025068882474,2542701.1700620884,1594.5849522876129,200.79769170513214,0,13982.0,1,0,0
5001097720000,0,1,1,1.0,7838.37,4458.2,5054.747331294988,73.50818096446825,2970634.517082813,1723.5528762074034,237.99347196625646,0,50405.0,1,0,0
5001098410000,0,0,0,0.0,8045.0,4463.02,5059.443262359446,73.50902487205605,3141627.728123833,1772.4637452212762,247.216535105747,2,23404.0,1,0,0
5001098450000,0,1,0,0.0,7841.0,4658.59,5249.979203910473,73.54325799207923,3998956.675565462,1999.7391518809302,312.028454710164,2,97243.0,1,0,0
5001098470000,0,1,0,0.0,7707.0,5786.57,6348.924498949218,73.74039260168595,3938536.6315469276,1984.5746727062017,314.83106567121723,2,93034.0,1,0,0
5001098580000,0,1,1,1.0,7772.0,5250.96,9607.0,40.5457765988025,15339412.873448167,3916.5562517916383,854.4681859095458,1,110590.0,1,0,0
5001098600000,0,1,1,1.0,7650.0,4535.6,5130.1550210022515,73.52173133841279,15359724.03150996,3919.1483808998555,857.4145378759607,1,95156.0,1,0,0
5001099260000,0,1,0,0.0,7904.0,5265.93,5841.686003223255,73.64946705018812,450365.96611647494,671.0931128513203,34.95273310954404,2,60840.0,1,0,0
5001099410000,0,1,0,0.0,7666.0,3889.91,4501.085367680767,73.40861415610046,4837280.389505561,2199.3818198542886,383.69797648176103,2,77329.0,1,0,0
5001099930000,0,1,1,1.0,8005.0,9350.72,9821.331698821865,74.35985678562146,1826880.8351059,1351.6215576506243,99.84046535719204,2,1877.0,0,0,1
5001099940000,0,1,1,1.0,7755.0,9375.69,9845.658959958691,74.36417847351848,1826880.8351059,1351.6215576506243,101.08902363357127,1,2094.0,0,0,1
5001099960000,0,1,1,1.0,8005.0,9498.45,9965.259063168814,74.38542153427099,1826880.8351059,1351.6215576506243,99.05551347968877,2,10842.0,0,0,1
5001100010000,0,1,1,1.0,7843.0,9435.09,9903.52997764101,74.3744581315319,1826880.8351059,1351.6215576506243,99.9880047674402,1,117923.0,0,0,1
5005071730000,0,1,1,1.0,7719.0,4643.03,3995.0,81.535452411819,6467822.2934332825,2543.1913599714203,529.238384210235,0,58973.0,1,0,0
5005071800000,0,1,1,1.0,7468.27,4541.91,3983.0,80.98709773784958,9913487.174449876,3148.5690677591742,816.4624587753151,0,62014.0,1,0,0
5005071890000,1,1,0,1.0,7736.0,4628.06,3745.0,82.9642091506934,6182953.205753663,2486.5544847747983,510.3130740965387,0,45021.0,1,0,0
5005071920000,1,1,0,1.0,7743.0,4645.77,3866.0,82.33935875387907,6677629.502834874,2584.1109695279874,548.7410225026604,0,80418.0,1,0,0
5005072090000,0,1,1,1.0,7884.0,5038.58,4079.0,83.42409723814816,6019252.006145695,2453.416394773968,484.01833436359726,0,68933.0,1,0,0
5005072100000,0,1,1,1.0,9793.0,4572.13,5165.744722617321,73.52812575730921,11364895.40537524,3371.186053212614,941.9722673332151,0,56003.0,1,0,0
5005072110000,0,1,1,1.0,7529.0,9347.06,8734.0,81.32072306614101,10664200.761926407,3265.608788867155,644.7911458931258,0,29518.0,0,0,1
5005072120000,0,1,1,1.0,7427.0,4139.63,3262.0,82.93147773915523,5810192.597105049,2410.434109679219,516.9210495645061,0,25773.0,1,0,0
5005072180000,0,1,1,1.0,8007.0,9738.92,10199.53925882651,74.42701620496075,14247947.352971653,3774.645328103245,819.2713100437958,0,127814.0,0,0,1
5005072190000,0,1,0,0.0,8193.0,7626.51,6720.0,83.10541498602844,11220052.236457802,3349.634642234553,736.417185380533,0,110612.0,0,1,0
5005072200000,0,1,0,0.0,7819.0,7617.49,6790.0,82.62862700057408,8053098.770646542,2837.7982258516095,528.8349599846691,0,100042.0,0,1,0
5005072210000,1,1,0,1.0,7997.0,9168.78,8330.0,82.69691650841645,9876653.30777323,3142.714321692831,586.4647769000196,0,112130.0,0,0,1
5005072220000,0,1,1,1.0,7817.0,5085.61,3815.0,85.26787202692465,26259555.030419294,5124.4077736280215,2141.3646767038485,0,48930.0,1,0,0
5005072230000,0,1,0,0.0,7749.0,7123.18,6370.0,82.17773421067291,8009359.8379943175,2830.081242295761,546.9006376233743,0,132479.0,0,1,0
5005072240000,0,1,0,0.0,7958.0,9741.06,8717.0,83.80966531373335,10403926.84609102,3225.511873500239,601.2092947755574,0,126674.0,0,0,1
5005072260000,0,1,0,0.0,8061.0,9314.34,8540.0,82.30637885364658,10522598.927548833,3243.855565149107,619.5230454841821,0,102770.0,0,0,1
5005072420000,0,1,0,0.0,7798.0,6727.54,7265.673514244356,73.90444158340989,777028.0939895351,881.4919704623152,51.16065933562912,6,80383.0,0,1,0
5005072450000,0,1,0,0.0,7603.11,8067.05,7345.0,81.98810889391217,777028.0939895351,881.4919704623152,50.65042005016199,0,80699.0,0,1,0
5005072490000,0,1,0,0.0,7794.0,7033.83,6300.0,82.0599171337627,777028.0939895351,881.4919704623152,53.632529955103195,0,79792.0,0,1,0
5005072500000,0,1,0,0.0,7785.0,7059.67,6300.0,82.21721230983206,777028.0939895351,881.4919704623152,53.159204624036065,0,67427.0,0,1,0
5069064450000,0,1,1,1.0,7067.06,4765.98,4222.0,80.89487004748817,1970482.505872621,1403.73875983839,169.03856102535994,1,29946.0,1,0,0
5069064460000,0,1,1,1.0,7211.99,4783.91,4259.0,80.77691501908203,1992217.3294849056,1411.459290764316,167.52584338083633,2,44376.0,1,0,0
5069064700000,0,1,0,0.0,7081.0,5700.55,5871.0,76.35148983484213,4656857.195093343,2157.975253586876,343.476707117078,1,46528.0,1,0,0
5069064710000,0,1,0,0.0,7229.0,5769.33,5731.0,77.70669211850418,2889895.4213891523,1699.969241306781,211.21878536684346,2,48377.0,1,0,0
5069064770000,0,1,0,0.0,6986.0,5197.22,6082.0,71.52076621513503,4746895.322340634,2178.7370934421238,342.66190156216226,1,65055.0,1,0,0
5069064780000,0,1,0,0.0,7309.0,5281.44,5786.0,74.13123498229339,2955044.647525161,1719.0243301143707,211.2859035839526,2,68952.0,1,0,0
5069064790000,0,1,0,0.0,7304.0,5166.22,6046.0,71.55571256021423,3033698.238933077,1741.751485985609,214.123252324469,2,72372.0,1,0,0
5069064800000,0,1,0,0.0,7175.0,5443.82,5296.0,78.4080353025122,4196028.966484798,2048.421091105244,316.1088568995629,1,46755.0,1,0,0
5069064810000,0,1,0,0.0,7158.0,5175.05,6098.0,71.25342097050499,4840202.398372565,2200.045999149237,344.98947957038956,1,52994.0,1,0,0
5069064830000,0,1,0,0.0,6998.0,8536.42,8193.0,79.64558995952004,6112509.540517744,2472.3489924599526,382.151268553782,1,76073.0,0,0,1
5069064840000,0,1,0,0.0,7008.0,9725.38,9421.0,79.40012594448449,6927678.855519207,2632.0484143570015,406.36314262782776,1,81528.0,0,0,1
5069064860000,0,1,0,0.0,7049.0,11733.62,10380.0,85.75325066724876,7909933.3784583025,2812.4603781134947,433.5397850621158,1,88900.0,0,0,1
5123347570000,0,1,1,1.0,7000.85,5213.88,3979.0,85.0580977920386,3453929.725877225,1858.4751076829696,298.57622111663426,1,67496.0,1,0,0
5123349250000,0,1,1,1.0,6849.09,4494.03,3878.0,81.33898204428182,3385353.300089059,1839.9329607594564,299.6948742996688,1,18880.0,1,0,0
5123349520000,0,1,1,1.0,7036.0,5727.96,6506.0,72.26313029477757,7450506.649578057,2729.5616222349804,517.1449052251029,8,65416.0,1,0,0
5123352460000,0,1,1,1.0,6553.0,9680.99,8714.0,83.46849705128277,6723438.121943215,2592.9593367315297,423.25704261524805,1,18895.0,0,0,1
5123352920000,0,1,1,1.0,6330.0,4342.85,4049.0,79.33378851410035,3057582.859992913,1748.5945384773775,277.40726365386615,1,50227.0,1,0,0
5123352980000,0,1,1,1.0,6375.0,4318.29,4067.0,79.06509975962845,3170723.693689208,1780.6526033140794,287.1512129767441,1,54135.0,1,0,0
5123355430000,0,1,1,1.0,6214.0,4101.92,3056.0,83.93997855610877,5241970.905025718,2289.535084908226,524.1970905025718,1,32177.0,1,0,0
5123356770000,0,1,1,1.0,6911.0,4354.99,3630.0,82.00603636318488,2581205.8140985835,1606.6131501075745,231.6644959700757,1,54025.0,1,0,0
5123358970000,0,1,1,1.0,7239.46,7081.37,6681.0,80.00231246657812,3552672.4854555815,1884.853438720258,247.83205339766874,4,77618.0,0,1,0
5123359000000,0,1,1,1.0,7250.51,7082.52,6643.0,80.24661986650902,3332969.8640415235,1825.6423154718789,232.37606247239236,4,74585.0,0,1,0
5123359020000,0,1,1,1.0,7288.85,6962.86,6700.0,79.13823349051961,3382332.1588204643,1839.1117852975833,234.26597581524203,4,76316.0,0,1,0
5123359050000,0,1,1,1.0,7173.09,7074.8,6684.0,79.94247932107184,7426217.872065449,2725.1087816939435,518.047985494625,4,70245.0,0,1,0
5123359510000,0,1,1,1.0,6972.35,9853.52,9521.0,79.57713239367199,5681189.393840413,2383.524573785723,336.06562519020486,7,66567.0,0,0,1
5123359520000,0,1,1,1.0,6956.58,9858.83,9352.0,80.6649242236054,5579864.4945386285,2362.173680011406,334.06361100033695,7,55505.0,0,0,1
5123359990000,0,1,1,1.0,7389.24,4581.65,4050.0,80.81862409123283,2232818.378348872,1494.261817202351,187.93185576541302,4,48757.0,1,0,0
5123360020000,0,1,1,1.0,7198.16,7110.8,6198.0,83.14324987634294,4844958.749013082,2201.126699900095,340.068698604133,10,69252.0,0,1,0
5123360170000,0,1,1,1.0,7095.94,4232.77,3944.0,79.30176542801554,1783270.6356941115,1335.3915664306523,153.58458665869532,9,56749.0,1,0,0
5123360930000,0,1,1,1.0,7306.49,4306.09,3757.0,80.9264480871365,2662820.8897041767,1631.8152130998708,230.36775583564122,4,59153.0,1,0,0
5123361000000,0,1,1,1.0,7193.37,4574.69,3614.0,83.4307497269442,3132538.933134388,1769.8980007713405,269.18784335605295,1,34761.0,1,0,0
5123361220000,0,1,1,1.0,7003.79,4061.37,3793.0,79.1730383400814,1653529.6181448838,1285.896425900968,146.00703029976899,1,32289.0,1,0,0
5123361380000,0,1,1,1.0,7050.66,4130.93,4017.0,78.19162359230047,1777259.678595912,1333.139031982753,154.96204364773843,7,50147.0,1,0,0
5123362040000,0,1,1,1.0,6934.0,4578.98,3964.0,81.33252731841056,7883188.969055119,2807.7017236620986,689.0899448474754,1,44411.0,1,0,0
5123362180000,1,1,0,1.0,7048.13,7227.42,6706.0,80.7553094229723,5415509.950197027,2327.1248247992685,382.34326109834984,7,70763.0,0,1,0
5123362240000,0,1,1,1.0,7394.0,10883.43,4784.0,109.9974090603956,5114488.453396574,2261.523480620215,408.2446083490241,7,59887.0,0,0,1
5123362290000,0,1,0,0.0,7235.57,5412.74,4983.0,80.1856595657852,5297210.22446465,2301.566906362848,416.67664787734213,7,61860.0,1,0,0
5123362510000,0,1,1,1.0,7368.98,4426.11,4049.0,79.85680935274085,2929209.7216377687,1711.493418520144,246.71184381687598,4,57246.0,1,0,0
5123362920000,0,1,1,1.0,6937.37,9774.42,9335.0,80.24599678488642,3952547.651953152,1988.1015195289078,237.03434194621602,1,69947.0,0,0,1
5123362990000,0,1,1,1.0,6572.0,4005.82,3778.0,78.91653819067331,3576142.9173546387,1891.069252395226,323.0481406824425,15,55188.0,1,0,0
5123363000000,0,1,1,1.0,6838.94,4572.08,5165.696009639473,73.528117005405,1989356.07003588,1410.445344575918,174.32142219031545,1,41575.0,1,0,0
5123363050000,0,1,1,1.0,7204.0,4825.6,4556.0,79.18080575493028,3361801.468558957,1833.5216029703486,272.93995847681714,9,48888.0,1,0,0
5123363060000,0,1,1,1.0,7206.74,4233.16,4125.0,78.1547183476468,2079938.4825602237,1442.1991826929536,177.43887413071351,9,20592.0,1,0,0
5123363070000,0,1,1,1.0,7203.77,4323.99,3955.0,79.8059521589712,2002666.6096465962,1415.1560372081221,168.53207183763328,9,25441.0,1,0,0
5123363140000,0,1,1,1.0,7234.0,4766.6,4559.0,78.78832400806607,3405773.296514288,1845.4737322742603,278.52251361745897,9,51660.0,1,0,0
5123363180000,0,1,1,1.0,6698.0,4700.75,3816.0,82.9743936404479,3303914.3804077087,1817.66729089999,294.96601914183634,15,61640.0,1,0,0
5123363290000,0,1,1,1.0,6864.0,4467.07,3694.0,82.29866341563513,3449880.4158732626,1857.3853708569104,307.7777157528114,1,73285.0,1,0,0
5123363770000,0,1,1,1.0,6492.0,4603.73,3830.0,82.30267310361188,3614409.231987334,1901.1599701201721,328.7619821709418,15,77497.0,1,0,0
5123363810000,0,1,1,1.0,6861.95,5219.91,4100.0,84.37955913608461,1905890.586063912,1380.5399617772432,162.5770354059466,1,51605.0,1,0,0
5123363820000,0,1,1,1.0,6939.43,5053.75,4138.0,83.16098845011403,1769395.3367365797,1330.1862037837334,142.87753042123543,1,38209.0,1,0,0
5123364050000,0,1,1,1.0,6636.0,3925.17,3081.0,82.72949897104418,2725082.210101896,1650.7823024559889,265.0342550186633,15,38703.0,1,0,0
5123364080000,0,1,1,1.0,7002.79,9811.46,9191.0,81.3662092025922,4525512.674086368,2127.32523937605,273.9912014340599,1,66474.0,0,0,1
5123364170000,0,1,1,1.0,6961.41,4698.56,4079.0,81.36067846324784,1886259.481346502,1373.411621236147,164.16531604408198,1,41435.0,1,0,0
5123364300000,0,1,1,1.0,7161.11,4225.09,3839.0,79.91301521028974,4091473.1011455976,2022.7390096464737,362.1545038495465,1,61516.0,1,0,0
5123364310000,0,1,1,1.0,6936.0,4503.78,3929.0,81.08501711167114,4019725.173766742,2004.9252289715798,353.53783410437484,1,54176.0,1,0,0
5123364340000,0,1,1,1.0,6953.0,4328.43,3893.0,80.22113187932467,3879399.684389337,1969.6191724263188,344.25412054213655,1,46246.0,1,0,0
5123364380000,0,1,1,1.0,6953.0,5270.35,4853.0,80.10836410762612,5107802.393064296,2260.0447767830387,414.56070067886503,1,54346.0,1,0,0
5123364790000,0,1,1,1.0,6949.0,5021.8,4225.0,82.44270737912481,3297833.2606711267,1815.9937391607732,282.37291383432887,1,34680.0,1,0,0
5123364960000,0,1,1,1.0,6551.0,4559.02,3587.0,83.49862274313271,3354405.686208866,1831.5036680850153,309.6469755569894,15,60999.0,1,0,0
5123365000000,0,1,0,0.0,7032.0,6953.5,7013.0,77.07463914933368,5258072.785079196,2293.048796925001,355.87633063141766,1,64901.0,0,1,0
5123365020000,0,1,1,1.0,6548.0,4536.26,3649.0,82.98951741033322,3442639.463042968,1855.435114209863,318.4091253276885,15,53413.0,1,0,0
5123365050000,0,1,1,1.0,6571.0,4884.86,4343.0,80.8817655593645,4081583.14698437,2020.292836938341,347.87208275670076,15,60962.0,1,0,0
5123365130000,0,1,0,0.0,7051.0,6929.96,7046.0,76.70697491102096,5266883.3116100235,2294.9691308621177,355.3662581209111,1,74745.0,0,1,0
5123365170000,0,1,1,1.0,7177.97,6788.8,6457.0,79.57260835237211,3348869.4709656094,1829.991658714763,239.05128638486755,9,48084.0,0,1,0
5123365210000,0,1,1,1.0,7125.64,4543.6,4443.0,78.10633777101575,2243223.2318533747,1497.739373807531,185.57439045775766,9,45424.0,1,0,0
5123365270000,0,1,1,1.0,7164.0,7176.75,6504.0,81.68690225489028,2006372.090455077,1416.4646449717964,142.04404180212933,1,53211.0,0,1,0
5123365300000,0,1,1,1.0,7150.0,7194.04,6302.0,83.01831123312495,12227876.608046206,3496.8380871933728,861.4213883794439,1,49107.0,0,1,0
5123365310000,0,1,1,1.0,7242.0,7276.0,6651.0,81.39410298049853,2280603.1295642564,1510.1665900039825,159.4269926294482,1,55808.0,0,1,0
5123365320000,0,1,1,1.0,6560.0,4520.56,3577.0,83.32802649769164,3364572.75324498,1834.2771745962984,312.1414559091734,15,68758.0,1,0,0
5123365330000,0,1,1,1.0,6580.0,9301.88,8360.0,83.31794524590725,7531806.071887857,2744.4136116642217,481.3270751462077,15,96377.0,0,0,1
5123365650000,0,1,1,1.0,7662.01,4540.85,4017.0,80.77035347205063,1992525.2704782253,1411.568372583569,164.3726505921651,5,52199.0,1,0,0
5123365800000,0,1,1,1.0,6391.0,4466.51,3739.0,82.02139964667758,3181287.979626312,1783.6165450080105,297.1777654952183,11,45971.0,1,0,0
5123365820000,0,1,1,1.0,6162.0,4520.78,4026.0,80.59019791513109,3451885.4259566492,1857.925032383344,318.7042217668405,1,48691.0,1,0,0
5123365830000,0,1,1,1.0,6237.0,4750.71,4120.0,81.42917167698563,3444821.0249585486,1856.022905289304,310.79222527594266,1,39881.0,1,0,0
5123366030000,0,1,1,1.0,7288.84,5625.17,4636.0,83.60125597142665,2391367.066386185,1546.4045610338146,193.58593591728206,9,70920.0,1,0,0
5123366050000,0,1,1,1.0,7313.42,5625.38,4546.0,84.13905157535352,2126106.344524369,1458.117397373877,173.03705904812966,9,86912.0,1,0,0
5123366060000,0,1,1,1.0,7329.02,5696.49,4573.0,84.40077013866639,2136585.998339454,1461.7065363264455,173.12908178749325,9,75687.0,1,0,0
5123366280000,0,1,1,1.0,6383.0,3826.51,3973.0,76.50823485089694,2876942.5837189155,1696.1552357372586,255.50111755940634,1,41515.0,1,0,0
5123366320000,0,1,1,1.0,6422.0,3689.93,3954.0,75.73592278436963,2895775.147554093,1701.6977250834218,258.5513524601869,1,47241.0,1,0,0
5123366480000,0,1,1,1.0,7137.0,4954.06,4666.0,79.29728873044778,5257973.3108186135,2293.0271064291005,431.3703594075489,8,12818.0,1,0,0
5123366550000,0,1,1,1.0,7142.0,9427.36,8927.0,80.62481007729569,10393537.061290301,3223.9009074861933,617.1567639267444,8,72920.0,0,0,1
5123366720000,0,1,1,1.0,6813.0,4873.04,3844.0,83.83937022664233,3008876.2312632417,1734.6112622899811,266.27223285515413,3,33002.0,1,0,0
5123366730000,0,1,1,1.0,6750.0,4931.85,3941.0,83.61130306364086,2992888.426533384,1729.9966550642182,264.7402411794236,3,19967.0,1,0,0
5123366740000,0,1,1,1.0,6724.0,4838.52,3785.0,83.98523679790395,3028470.121706952,1740.2500170110477,272.3934270288678,3,16782.0,1,0,0
5123367000000,0,1,1,1.0,6857.0,9813.74,8845.0,83.47897939002368,7405772.777060596,2721.3549524199516,451.40636212730686,1,32631.0,0,0,1
5123367180000,0,1,1,1.0,7207.03,9655.17,9074.0,81.12441062960026,4870457.89127443,2206.9113918040366,293.04800789858183,7,101303.0,0,0,1
5123367410000,0,1,1,1.0,7343.7,5680.04,341.0,106.4849285110339,4756560.022606833,2180.9539249160753,376.51864344232035,4,58833.0,1,0,0
5123367430000,0,1,1,1.0,7367.63,5658.37,4566.0,84.21620984109887,3485251.596911167,1866.8828557012266,276.6511824822326,4,60007.0,1,0,0
5123367490000,0,1,1,1.0,7107.46,4862.25,3806.0,84.00148808205721,3207956.063628589,1791.0767888699213,274.7008103809376,7,64437.0,1,0,0
5123367540000,0,1,1,1.0,7092.21,4646.53,3892.0,82.18594770397188,3180282.5434332644,1783.3346694979225,273.9969452428073,7,54567.0,1,0,0
5123367550000,0,1,1,1.0,7131.77,4676.9,4048.0,81.4180569652703,2026637.7428571042,1423.6002749568097,174.1995653134867,7,52378.0,1,0,0
5123367600000,0,1,1,1.0,7226.74,4678.6,4018.0,81.61249904273242,1855394.7427001938,1362.128754083179,158.7979067699584,7,37499.0,1,0,0
5123367680000,0,1,1,1.0,6725.0,4856.8,3727.0,84.43814303974241,3239594.224433629,1799.8872810355733,289.84470112137683,3,25938.0,1,0,0
5123367690000,0,1,1,1.0,6691.0,4979.19,3841.0,84.48780977158776,3274434.977465109,1809.539990568075,289.9269503687895,3,29382.0,1,0,0
5123367710000,0,1,1,1.0,6708.0,4862.21,3699.0,84.63574894806567,3262120.608894575,1806.1341613774362,293.77887327941056,3,23135.0,1,0,0
5123367770000,0,1,0,0.0,7364.65,4523.45,3937.0,81.1569467143756,1659701.955273246,1288.2942036946554,137.62039430126418,4,56958.0,1,0,0
5123367970000,0,1,1,1.0,7438.0,4454.9,3999.0,80.34861542055344,3181450.9196586693,1783.6622212904183,266.1188556803571,5,54237.0,1,0,0
5123368110000,0,1,1,1.0,7306.0,5123.29,4253.0,82.88721252400758,2131586.1145759453,1459.9952447100454,176.17870192379084,4,69091.0,1,0,0
5123368140000,0,1,1,1.0,7338.38,5206.22,4212.0,83.63145341317464,2230258.6102642496,1493.4050389175234,184.86891663330982,4,54103.0,1,0,0
5123368170000,0,1,1,1.0,7360.02,4534.27,4219.0,79.46867307310472,1878342.1299429585,1370.5262237341387,157.473350934185,4,61209.0,1,0,0
5123368180000,0,1,1,1.0,7385.95,4588.48,4000.0,81.1694523820384,1799563.4208250481,1341.4780731808657,151.03343859211483,4,49271.0,1,0,0
5123368260000,0,1,1,1.0,6630.0,5533.77,4481.0,83.98077160874386,3780896.809328298,1944.45283031713,323.0155326209567,3,40368.0,1,0,0
5123368270000,0,1,1,1.0,6664.0,5380.46,4257.0,84.4005924149825,3883581.865981225,1970.6805590915096,335.94998840668035,3,43919.0,1,0,0
5123368290000,0,1,1,1.0,6697.0,3568.67,2725.0,82.72647701915028,2357421.6289260145,1535.3897319332361,234.38274298329833,3,42412.0,1,0,0
5123368300000,0,1,1,1.0,6637.0,5609.77,4447.0,84.63314953373767,4022056.6441417206,2005.5065804284266,337.25110214168376,3,56743.0,1,0,0
5123368380000,0,1,0,0.0,7379.03,4356.3,3734.0,81.37751532210848,2695682.7931071096,1641.8534627387153,225.73126721714198,1,42133.0,1,0,0
5123368430000,0,1,1,1.0,7165.71,4200.19,4085.0,78.19968030625189,3218603.962079416,1794.0468115630138,274.97684426137687,9,51987.0,1,0,0
5123368450000,0,1,1,1.0,7160.57,4181.11,4002.0,78.60731518122216,2880823.9415208027,1697.299013586234,246.70925250670572,9,53547.0,1,0,0
5123368460000,0,1,1,1.0,7265.12,4137.9,3907.0,78.93605006586027,2957664.9589827717,1719.7863120116906,252.72707502202613,9,51670.0,1,0,0
5123368540000,0,1,1,1.0,7044.28,4363.95,3882.0,80.5105583138013,2861543.285105456,1691.6096727985023,244.9951442727274,1,51836.0,1,0,0
5123368720000,0,1,0,0.0,7226.55,7751.1,6816.0,83.27724779313975,3772040.2749690693,1942.174110364225,256.7236285965473,7,54514.0,0,1,0
5123368740000,0,1,1,1.0,6287.0,4516.74,4035.0,80.50925412646673,3410772.9640373136,1846.8278111500579,312.8288511453099,11,56810.0,1,0,0
5123368770000,0,1,1,1.0,6280.0,4477.44,3893.0,81.14456235632798,3496245.851087213,1869.825085693101,322.23464065319934,11,35136.0,1,0,0
5123368780000,0,1,1,1.0,6271.0,4505.84,3986.0,80.74552619185783,3447427.178732185,1856.7248527264844,317.44264997533935,11,39183.0,1,0,0
5123368840000,0,1,1,1.0,6679.0,3782.23,2699.0,84.16192725930175,2336487.750875316,1528.5574084329696,231.65652893865914,14,23920.0,1,0,0
5123368850000,0,1,1,1.0,6689.0,4854.57,3845.0,83.72317480841251,3272931.8324129083,1809.1246038935262,294.19611976745244,14,30749.0,1,0,0
5123368950000,0,1,1,1.0,7304.65,4041.06,4034.0,77.50522563027604,3036367.6771765687,1742.517626073426,256.75356647865453,9,45660.0,1,0,0
5123368990000,0,1,1,1.0,6378.0,4146.51,3838.0,79.42612920191944,3372540.970026013,1836.4479219476966,320.9193044082228,1,52226.0,1,0,0
5123369040000,0,1,1,1.0,7574.0,3970.62,3951.0,77.58621011494246,2032850.5485682169,1425.7806803881924,168.58936378903772,5,47806.0,1,0,0
5123369140000,1,1,0,1.0,7371.0,4777.91,4580.0,78.72680610821196,3405933.437952605,1845.5171193875728,274.62775664833134,9,26044.0,1,0,0
5123369260000,0,1,1,1.0,7589.93,4475.23,4223.0,79.07104400474297,2009994.0291680468,1417.7425821241482,164.9835039947506,5,62036.0,1,0,0
5123369750000,0,1,1,1.0,7442.0,4385.13,3955.0,80.1880913851926,3008891.0088491924,1734.6155219094496,251.36934075598933,1,52243.0,1,0,0
5123369770000,0,1,1,1.0,6787.0,4818.26,3786.0,83.85857141640322,3258497.855794765,1805.1309802323944,291.8232004114961,3,26867.0,1,0,0
5123369780000,0,1,1,1.0,6703.0,4821.75,3808.0,83.74813430757726,3286225.1281192754,1812.794838948764,295.6567816571548,3,27174.0,1,0,0
5123369810000,0,1,1,1.0,6790.0,4871.23,3785.0,84.17974815833081,3239440.9707752764,1799.844707405413,290.84584043591997,3,19048.0,1,0,0
5123369830000,1,1,0,1.0,7065.0,6735.61,6430.0,79.40787114637943,19751348.12934021,4444.2488824704915,1406.7911773034336,1,53433.0,0,1,0
5123370080000,0,1,0,0.0,7085.0,6876.38,7164.0,75.58028843554384,5396869.509187853,2323.1163356982047,364.53019312312415,1,80321.0,0,1,0
5123370210000,0,1,1,1.0,6660.0,4871.72,3869.0,83.68225618373349,3295007.988054865,1815.2156863730727,295.91450274403815,14,50560.0,1,0,0
5123370220000,0,1,1,1.0,6730.0,4873.77,3831.0,83.92121305128997,3324617.028687092,1823.3532374959857,297.7180109865758,14,42042.0,1,0,0
5123370230000,0,1,1,1.0,6664.0,4910.67,3847.0,84.04564236175484,3247443.8269882714,1802.0665434406887,292.5625069358803,14,33782.0,1,0,0
5123370240000,0,1,1,1.0,6665.0,4855.64,3868.0,83.59210489035434,3358228.0661951844,1832.546879671891,303.1438947639632,14,42927.0,1,0,0
5123370310000,0,1,1,1.0,7123.42,5016.68,4636.0,79.87915873367722,3527690.4685977567,1878.214702476199,289.10756176018333,4,68886.0,1,0,0
5123370320000,0,1,1,1.0,7169.25,4992.09,4085.0,83.10890445674278,3101099.616126183,1760.993928475105,261.4093919013894,4,77524.0,1,0,0
5123370410000,0,1,1,1.0,6931.0,3873.58,4292.0,74.70997256056249,4406331.736094355,2099.1264221323963,373.0070038173499,1,77126.0,1,0,0
5123370420000,0,1,1,1.0,7010.0,3974.78,4150.0,76.32024633083937,4632319.409646967,2152.282372191662,388.9436951844641,1,79681.0,1,0,0
5123370480000,0,1,1,1.0,7000.0,4596.6,4176.0,80.12864656288662,2413940.481679885,1553.6860949625202,211.47091385719537,1,52565.0,1,0,0
5123370610000,0,1,1,1.0,6395.0,4294.85,4024.0,79.18869868863865,3461418.3119231313,1860.488729319028,314.58859510343825,1,45213.0,1,0,0
