APINumber,gel,slick,xlinkgel,hybrid,VerticalDepth,nphf_sqrt,sqrtsandmass,First6BOE,sandperft,hzlen_bin_<1,hzlen_bin_1-2,hzlen_bin_>2
33053053330000,0,0,1,0.0,10941.71,139.79940343882882,3338.7481514166248,170346.83,727.6360800133115,0,0,1
33053053340000,0,1,1,1.0,11244.39,119.9502530295473,1803.3629909907222,68121.5,319.9647065055164,0,0,1
33053053350000,0,1,1,1.0,11153.82,120.41612517371757,1540.0287222259117,78201.33,230.7994734590286,0,0,1
33053053360000,0,1,1,1.0,11182.55,120.62658580036336,1537.1791887388313,85657.5,228.81654916786306,0,0,1
33053053370000,0,1,1,1.0,11132.7,131.68824245866608,1427.248720284019,66782.83,155.2890982238049,0,0,1
33053053410000,0,1,1,1.0,11054.4,119.43597951142034,265.285909281785,50068.83,7.009008539437126,0,0,1
33053053420000,0,1,1,1.0,10872.79,98.61390977875494,1448.742156198352,20498.67,381.56608154815905,1,0,0
33053053430000,0,1,1,1.0,10804.53,98.53924701281424,1372.1689588584104,34485.83,343.21519158254034,1,0,0
33053053440000,0,1,1,1.0,10770.2,98.66485292064455,1459.4391818322654,32988.5,386.5154074392329,1,0,0
33053053450000,0,1,1,1.0,10872.15,98.3843137997741,1445.7137163552059,11843.0,383.122804864461,1,0,0
33053053460000,0,1,1,1.0,10828.61,98.36555902272106,2099.460125856645,25686.83,808.5046380056897,1,0,0
33053053470000,0,1,0,0.0,10682.03,98.35940830369213,1126.2285801852975,49609.67,232.71090997636753,1,0,0
33053053480000,0,1,1,1.0,10908.64,121.11252289442417,1832.4134019553123,40743.67,321.49408480189817,0,0,1
33053053500000,0,1,1,1.0,11171.66,122.82977327119195,1749.341971073819,38653.5,281.7062317280582,0,0,1
33053053510000,0,1,1,1.0,11180.44,122.31894048695983,2138.2584437893333,97668.17,425.79745223078936,0,0,1
33053053520000,0,1,1,1.0,11087.18,122.50927802355388,1699.7639046643335,92995.83,267.9040035977487,0,0,1
33053053530000,0,1,1,1.0,11100.23,121.62566835110269,2114.4650862657877,116964.67,423.0368834322559,0,0,1
33053053560000,0,1,1,1.0,11277.45,119.3078086373747,1765.096535913594,65219.5,311.2366268570079,0,0,1
33053053570000,0,1,1,1.0,11189.64,119.28840346761466,1729.3714411856195,97087.67,298.90367758100933,0,0,1
33053053580000,0,1,1,1.0,10655.61,118.95424835562798,1432.4895740656405,87994.0,206.73162507976593,0,0,1
33053053590000,0,1,1,1.0,10547.39,119.1811780519576,1430.2044698666914,163185.5,204.95675642145795,0,0,1
33053053610000,0,1,1,1.0,10927.01,119.53247760275205,3368.9277007941273,36045.33,1127.7565101916352,0,0,1
33053053630000,0,1,1,1.0,10933.81,116.80677720856963,845.1586722615634,39478.83,75.82931407934699,0,0,1
33053053640000,0,1,1,1.0,10981.82,118.9674880034559,944.9320697616706,33875.17,89.92643070220983,0,0,1
33053053650000,0,1,1,1.0,10950.78,118.83191154674077,5501.426716280884,38543.33,3058.083138200058,0,0,1
33053053660000,0,1,1,1.0,11100.42,118.05953244805106,1200.7975685345593,80187.0,148.43707734610425,0,0,1
33053053670000,0,1,1,1.0,10993.39,118.96547062846606,316.18396317707595,51119.33,10.069011842461158,0,0,1
33053053720000,0,1,1,1.0,10871.26,114.93573509510617,1687.9297703746229,40234.17,317.05534736421356,0,0,1
33053053740000,0,1,1,1.0,11138.73,118.68316309339089,1287.7226383682505,90543.67,168.14981649729845,0,0,1
33053053750000,0,1,1,1.0,11133.6,117.03300048213931,1287.9435632716,90589.17,175.11452678740858,0,0,1
33053053760000,0,1,1,1.0,11147.43,118.24564770786458,1288.1493867745137,90427.5,170.04874406613223,0,0,1
33053053770000,0,1,1,1.0,11152.35,118.3857390138374,1286.7985360196537,60484.5,169.1177478653926,0,0,1
33053053780000,1,1,0,1.0,10903.7,119.63474914025782,4.408729929356072,67123.83,0.0019266582996312596,0,0,1
33053053790000,1,1,0,1.0,10920.55,119.41119378790424,7.493080881987061,51322.17,0.005595065760501288,0,0,1
33053053800000,1,1,0,1.0,10885.36,119.44686350780593,2.6450356008946274,51548.17,0.0006965925485986931,0,0,1
33053053810000,0,1,1,1.0,10755.39,119.00547551206381,334.0225693500979,58495.83,11.226453486711513,0,0,1
33053053820000,0,1,1,1.0,10744.25,119.11709869641898,337.0465267452352,58083.83,11.400153258419031,0,0,1
33053053830000,0,1,1,1.0,10939.66,119.6800451280514,332.4126460427204,95460.33,10.941235899842258,0,0,1
33053053860000,0,1,1,1.0,10481.91,122.20512755957674,2850.5349718712246,289393.0,758.6866902079439,0,0,1
33053053880000,0,1,1,1.0,11152.41,69.74348142910864,1348.160496901729,29042.0,2839.546190173598,1,0,0
33053053890000,0,1,1,1.0,10735.07,119.36198390548148,1449.7522594703635,61660.5,209.69146748790303,0,0,1
33053053900000,0,1,0,0.0,10986.56,68.7047538519164,2250.1729044643057,129431.17,10202.6681040267,1,0,0
33053053910000,0,1,0,0.0,11188.97,98.86932386666969,2377.6420192538,74429.5,1018.3949349803349,1,0,0
33053053920000,0,1,0,0.0,11151.81,97.53877793909672,2308.0599004475243,105381.33,1007.0703860783019,1,0,0
33053053940000,0,1,0,0.0,11095.55,93.82762493984605,2069.0262000810726,97015.67,934.7794906971042,1,0,0
33053054000000,0,1,1,1.0,10725.89,117.61914470804666,1441.1111453576627,97687.5,216.10408673231998,0,0,1
33053054010000,0,1,1,1.0,10680.5,117.90039525740539,1430.4019114638593,124396.5,211.4467451652585,0,0,1
33053054020000,0,1,1,1.0,10776.58,118.22213499109387,3393.7438502080154,104308.5,1180.9910710004435,0,0,1
33053054030000,0,1,1,1.0,10621.09,118.69024055014978,2093.1875022999902,97112.67,444.215822268903,0,0,1
33053054040000,0,1,1,1.0,10741.96,118.61409360549202,2023.9953163266928,140506.17,416.09561589850006,0,0,1
33053054050000,0,1,1,1.0,10648.21,118.6416166522204,2056.1638901838464,153138.83,429.14260429567594,0,0,1
33053054090000,0,0,1,0.0,10914.91,94.32657738862585,12.152715389903607,75939.33,0.03160173391877057,1,0,0
33053054100000,0,0,1,0.0,10978.87,93.51071169578607,10.668024033437494,71254.33,0.025177478945086252,1,0,0
33053054110000,0,0,1,0.0,10897.09,93.00781258503191,12.094452223147602,76472.5,0.03304636623561465,1,0,0
33053054130000,0,1,1,1.0,11173.62,116.81491001517067,1193.372838571374,71376.33,151.15597924354,0,0,1
33053054140000,0,1,1,1.0,11134.58,119.4439332986503,1656.623802820135,71339.33,273.2711882636327,0,0,1
33053054150000,0,1,1,1.0,11039.28,118.89345314966852,1654.412996159905,108876.0,276.1499540802571,0,0,1
33053054160000,0,1,1,1.0,11140.43,118.44856774926585,1641.0296714800784,89301.33,274.6258544703812,0,0,1
33053054170000,0,1,1,1.0,11053.38,118.18110340427704,789.7067079578724,126941.83,64.0106628135589,0,0,1
33053054180000,0,1,1,1.0,10984.99,118.89517737003642,1194.6852993579873,12177.33,143.99459286198675,0,0,1
33053054190000,0,1,1,1.0,10916.37,121.8523828320662,1175.996183764216,23337.67,130.17471163947806,0,0,1
33053054200000,0,1,1,1.0,10598.26,117.75386703566224,1363.855960854554,97509.67,192.91872783979287,0,0,1
33053054210000,0,1,1,1.0,10903.14,122.38326356921694,2188.143800931451,181990.33,445.2441736717447,0,0,1
33053054220000,0,1,1,1.0,10957.81,122.36565368538845,2225.0213002003734,164152.0,460.5629201532903,0,0,1
33053054240000,0,1,1,1.0,10920.03,122.49144134123176,2223.0326995084524,196461.67,458.4265036144294,0,0,1
33053054250000,0,1,1,1.0,11242.08,122.27335442299938,1760.562625941232,91021.67,288.9593966328028,0,0,1
33053054260000,0,1,1,1.0,11179.17,122.13555257111838,1747.3553358472982,98048.67,285.53679593922243,0,0,1
33053054270000,0,1,1,1.0,11264.1,122.2114282784242,1768.0298394993213,36108.5,291.82766220419774,0,0,1
33053054280000,0,1,1,1.0,10359.12,118.79630971479047,1854.8308241307313,47740.33,347.91938770686806,0,0,1
33053054290000,0,1,1,1.0,10356.24,118.60726454080468,1863.3805615717952,61088.33,352.73513652446803,0,0,1
33053054300000,0,1,1,1.0,10346.45,119.03471427215013,1911.291339691271,86125.0,367.31672146825287,0,0,1
33053054310000,0,1,1,1.0,10292.57,117.59457131114694,1850.9917365129138,25983.5,356.7288785713117,0,0,1
33053054320000,0,1,1,1.0,10277.94,119.01480244848715,1912.6622048815625,54025.17,368.01922548600913,0,0,1
33053054330000,0,1,1,1.0,10365.84,120.3634213615267,1810.51147286725,22800.17,319.38637486105205,0,0,1
33053054350000,0,1,1,1.0,10966.32,119.237549462627,1897.6220599533226,132936.17,360.33044236880414,0,0,1
33053054360000,0,1,1,1.0,10994.66,119.21221918013447,1986.4729801059402,138442.33,395.10215797087704,0,0,1
33053054370000,0,1,1,1.0,11002.3,119.32172141673293,3003.832848030875,104351.17,901.0757149186384,0,0,1
33053054380000,0,1,1,1.0,10994.1,130.30438673295853,982.099150592607,162640.17,75.61792573317152,0,0,1
33053054390000,0,1,1,1.0,11121.72,129.9792029589827,1402.0761675837045,47549.0,155.14892677697586,0,0,1
33053054410000,0,1,1,1.0,11137.71,130.01954930645016,1407.1352977038475,44345.67,156.14132833615744,0,0,1
33053054430000,0,1,1,1.0,10645.86,119.46126234831281,2162.9516125099244,106353.17,465.6511326913405,0,0,1
33053054440000,0,1,1,1.0,10600.67,119.44615189219124,17.230466412955654,100343.0,0.02956086915648256,0,0,1
33053054450000,0,1,1,1.0,11039.94,119.65881999189371,321.0425317765444,77524.5,10.210686893163325,0,0,1
33053054460000,0,1,1,1.0,11061.2,119.40039029187643,322.4460345779689,64989.67,10.363587226067663,0,0,1
33053054470000,0,1,1,1.0,11044.32,119.16229773654258,320.57596550551904,64366.33,10.302052578375966,0,0,1
33053054480000,0,1,1,1.0,11081.92,118.64191165794836,322.6650799825494,61262.67,10.567859356093741,0,0,1
33053054500000,0,1,1,1.0,10571.42,119.35477871393512,2110.1999484456574,129587.33,444.33949666367516,0,0,1
33053054510000,0,1,0,0.0,10766.0,118.65468048860282,2663.010537695925,157437.0,719.6068867421292,0,0,1
33053054520000,0,1,0,0.0,10878.71,118.56303471931048,2671.4653836857974,87956.5,725.7846234187627,0,0,1
33053054530000,0,1,0,0.0,10790.28,118.50625807041762,2667.1430378946234,193120.33,724.4295611650261,0,0,1
33053054540000,0,1,0,0.0,10957.57,118.47152907704206,2647.4529352218847,90214.5,714.371609868793,0,0,1
33053054550000,0,1,0,0.0,10824.01,118.43341252303938,1949.2830826069971,188733.0,387.6300228656081,0,0,1
33053054560000,0,1,1,1.0,10635.5,118.41133054675309,1649.7118278120217,70671.5,277.78931209960444,0,0,1
33053054570000,0,1,1,1.0,10704.32,119.59955351861653,1805.6579817459829,23999.5,323.45309683580484,0,0,1
33053054580000,0,0,0,0.0,10706.97,119.35155299304832,1830.2699027262706,32326.17,334.296130100994,0,0,1
33053054600000,0,1,1,1.0,10858.88,117.73475783239384,2335.454863976309,59310.5,565.9565257922883,0,0,1
33053054610000,0,1,1,1.0,10808.61,126.94031354086228,2453.7386154597757,55825.5,506.387692360614,0,0,1
33053054620000,0,1,1,1.0,10792.02,126.93696546653548,2142.290302993453,6151.67,386.0239401307925,0,0,1
33053054630000,0,1,1,1.0,11330.44,118.48693262065831,1562.1576681833112,125347.33,248.63134893082076,0,0,1
33053054640000,0,1,1,1.0,10969.79,117.34280208795263,1597.264731861497,86924.0,267.279741321722,0,0,1
33053054650000,0,1,1,1.0,11030.15,117.6103873042361,1617.5138552336334,75395.67,272.3059608761301,0,0,1
33053054660000,0,1,1,1.0,10958.95,118.10268075641815,1635.6586576731872,77158.0,275.12674546220944,0,0,1
33053054670000,0,1,1,1.0,10987.39,118.1806380159306,1850.407778576049,105563.0,351.44750492576907,0,0,1
33053054680000,0,1,1,1.0,10865.82,119.35176245809033,1961.3718152274014,69584.83,383.90057825580584,0,0,1
33053054700000,0,1,1,1.0,10775.45,119.47226959362754,1602.3422537395013,85513.17,255.48414586911701,0,0,1
33053054710000,0,1,1,1.0,10702.05,119.45716052984191,1434.3087647803313,108866.17,204.7833883863212,0,0,1
33053054720000,0,1,1,1.0,10757.1,119.33039512987636,1465.590938390307,76558.33,214.45962164206492,0,0,1
33053054730000,0,1,1,1.0,10537.65,122.0610634143928,2824.6512451400954,283514.0,747.426858944966,0,0,1
33053054740000,0,1,1,1.0,10474.62,122.04025238359851,2806.473198286752,245419.67,738.188974690304,0,0,1
33053054810000,0,0,1,0.0,10764.99,119.38862258126785,1436.3100883327668,62740.83,205.6904403525256,0,0,1
33053054830000,0,1,1,1.0,10625.86,119.65564425405273,1624.7405979244052,115557.5,261.53545985928963,0,0,1
33053054840000,0,1,1,1.0,10702.45,119.52051372819822,1630.5867851289995,128477.33,264.2671824334292,0,0,1
33053054850000,0,1,1,1.0,10624.43,119.43028594896866,1453.4536110571055,1000.0,210.42115554278882,0,0,1
33053054860000,0,1,1,1.0,10699.43,119.46222499958897,1439.369705054101,70336.17,206.2062523031436,0,0,1
33053054910000,0,1,1,1.0,10926.96,93.0072212349795,1896.6140354708823,79750.67,812.6808350021903,1,0,0
33053054920000,0,0,1,0.0,10997.69,92.91998279085301,11.123163549997813,88523.17,0.028055184716726557,1,0,0
33053054930000,0,0,1,0.0,10931.78,93.14168348195356,11.341806822724498,87692.67,0.028898654775908153,1,0,0
33053054940000,0,1,1,1.0,10985.74,119.07671141685272,1412.938624281136,77697.83,200.53816712543602,0,0,1
33053054950000,0,1,1,1.0,10204.24,118.86729239724619,2368.200554139396,117703.67,566.1958641206521,0,0,1
33053054960000,0,1,1,1.0,10306.98,118.91027374391341,2225.6341184362414,131259.17,499.5620255343072,0,0,1
33053054970000,0,1,1,1.0,10825.65,121.56189041740187,1876.7244413814828,50134.67,333.7459684227789,0,0,1
33053054980000,0,1,1,1.0,10865.68,119.42961610024719,1850.1297283637487,54886.5,340.9559983679555,0,0,1
33053054990000,0,1,1,1.0,10769.79,115.19988368853686,2429.764821345155,58818.0,652.5694972052929,0,0,1
33053055000000,0,1,1,1.0,10960.28,119.76879060027458,2428.1134294744393,39018.33,582.5542860468339,0,0,1
33053055010000,0,1,1,1.0,10940.15,116.75861082529383,1599.0132519659858,144713.67,271.75887548098393,0,0,1
33053055020000,0,1,1,1.0,11020.58,116.55476481831371,1542.3876730415998,97523.83,254.13684244858752,0,0,1
33053055030000,0,1,1,1.0,11044.19,117.05858875730743,1702.1679652988628,134568.0,305.6742087567067,0,0,1
33053055040000,0,1,1,1.0,10838.98,119.37455005926691,1881.2283797779187,103298.33,352.9768693137141,0,0,1
33053055050000,0,1,1,1.0,10802.39,121.42954007099105,1872.9824995747601,86877.33,333.43251000501056,0,0,1
33053055060000,0,0,1,0.0,10972.9,118.64106878249378,1470.7162702857265,81868.5,219.5582200796374,0,0,1
33053055070000,0,1,1,1.0,10826.81,118.9810623664641,1883.8138575037678,20984.0,357.290031001833,0,0,1
33053055080000,0,1,1,1.0,10870.73,122.59328367350481,2652.6229143189134,23219.5,651.2153888897927,0,0,1
33053055090000,0,1,1,1.0,10931.07,122.4104293018059,1438.4216878675284,21589.33,192.28724936689787,0,0,1
33053055100000,0,1,1,1.0,11310.8,126.07491107215749,2071.499232910218,64955.67,367.67877053500325,0,0,1
33053055120000,0,0,1,0.0,11445.13,119.6427315044772,894.9155354725776,12181.67,79.37058580263346,0,0,1
33053055130000,0,0,1,0.0,11368.89,119.55259596450603,894.9155354725776,68080.83,79.54054034812368,0,0,1
33053055150000,0,1,1,1.0,11440.02,119.6393881706707,1215.2966762410338,80083.83,146.38431512357923,0,0,1
33053055170000,0,1,1,1.0,11456.87,119.83890520967063,1242.8117525756634,72892.5,152.36626873061653,0,0,1
33053055190000,0,1,1,1.0,10410.27,118.83961124916398,1513.3732643668607,151165.67,231.37180918258693,0,0,1
33053055210000,0,1,1,1.0,10828.09,121.79939737885579,1830.7610730417096,34148.0,315.8684185464575,0,0,1
33053055220000,0,1,1,1.0,10741.03,121.761131736907,1822.4131833857932,10042.33,313.26955214525407,0,0,1
33053055230000,0,1,1,1.0,10981.49,116.29012512613623,2187.312066007078,112156.17,514.4821421458937,0,0,1
33053055240000,0,1,1,1.0,10929.8,116.20775878508466,2114.643916955826,105900.0,481.8574331632156,0,0,1
33053055250000,0,1,1,1.0,10926.19,116.61497846268472,2070.2985010576936,102923.83,457.1888029074978,0,0,1
33053055260000,0,1,1,1.0,11066.15,119.63128019816732,2708.414082413326,104163.5,727.1827448845282,0,0,1
33053055270000,0,1,1,1.0,10996.11,119.31635764576633,2619.5428541756623,111019.33,685.3561177492106,0,0,1
33053055280000,0,1,1,1.0,10985.28,119.33148453720176,2620.8714363397544,116831.83,685.8042224557886,0,0,1
33053055290000,0,1,1,1.0,10478.76,119.7148411929466,3177.3347871632054,20725.33,998.8015269463831,0,0,1
33053055300000,0,1,1,1.0,10381.81,119.85025324066872,1500.6023959016059,18342.0,222.0715315453969,0,0,1
33053055310000,0,1,1,1.0,10312.14,119.20227850948329,1581.0694736834685,87810.17,250.3508404628211,0,0,1
33053055320000,0,1,1,1.0,10415.13,119.12398247981983,1511.2290766824933,109798.0,229.15013091026603,0,0,1
33053055330000,0,1,1,1.0,10922.62,119.28408612154608,1683.949041272754,75651.83,283.43748924031365,0,0,1
33053055340000,0,1,1,1.0,10908.96,119.21024788940095,1691.0549035489416,89116.67,286.33862255238756,0,0,1
33053055350000,0,1,1,1.0,10283.92,119.45527699458246,1860.285091532332,32132.83,344.4989365155365,0,0,1
33053055370000,0,1,1,1.0,11007.81,119.1623396961155,1803.5779894509676,107149.17,326.085330695427,0,0,1
33053055390000,0,1,1,1.0,9866.17,119.82175596214746,542.318476255148,190036.67,29.024386193446233,0,0,1
33053055440000,0,1,1,1.0,11112.02,117.65467777293183,1290.4416568059826,72593.33,173.1279319253078,0,0,1
33053055450000,0,1,1,1.0,11153.78,123.19084057612571,1288.8654140287792,83752.0,151.67893595542483,0,0,1
33053055460000,0,1,1,1.0,11117.14,117.53915603683915,1305.709762692988,74728.5,177.75106234887778,0,0,1
33053055470000,0,1,1,1.0,11147.01,121.49515711275252,1296.9508857074272,74747.33,159.63572173647904,0,0,1
33053055480000,0,1,1,1.0,10964.16,119.23184642473848,335.7347196026241,70209.83,11.280624204041235,0,0,1
33053055500000,1,1,0,1.0,10778.8,121.64350867124978,2573.143135969911,47411.5,626.2197827299987,0,0,1
33053055540000,0,1,1,1.0,10819.27,121.61588383863524,290.0881369292549,47694.33,7.964067742132917,0,0,1
33053055550000,0,1,0,0.0,10783.0,119.59328242778697,177.1056457946976,49003.17,3.112216303684374,0,0,1
33053055570000,0,1,1,1.0,10424.89,122.11233845051213,1967.4418581268117,144508.0,362.18777013099424,0,0,1
33053055580000,0,1,1,1.0,10865.47,121.80493915212314,1267.521821960082,222093.0,151.3904593549797,0,0,1
33053055590000,0,1,1,1.0,10830.48,121.9285987857337,1388.016870514822,256573.0,181.02786211464775,0,0,1
33053055600000,0,1,1,1.0,10829.93,121.6598257513647,2770.591793290761,62456.83,725.7397991356859,0,0,1
33053055610000,0,1,1,1.0,10866.41,119.54080141044906,1830.546946491135,93388.33,332.895432742729,0,0,1
33053055620000,0,1,1,1.0,10736.88,121.66409988921309,1854.5879957770371,46548.33,325.15320682773125,0,0,1
33053055630000,0,1,1,1.0,10929.31,119.59976254931455,1827.185942265126,95695.67,331.2101717565618,0,0,1
33053055650000,0,1,0,0.0,10855.88,119.63955533957999,3142.611074649307,67166.5,978.8349694989838,0,0,1
33053055660000,0,1,1,1.0,10909.75,119.62099816442104,1986.869652329533,51922.33,391.43361007942195,0,0,1
33053055670000,0,1,0,0.0,10875.53,119.6794602337946,1968.8612418029977,111838.5,383.837628053395,0,0,1
33053055680000,0,1,1,1.0,10968.43,119.67290086670592,2434.4986861119246,135500.17,586.9538246165832,0,0,1
33053055690000,0,1,1,1.0,10905.12,119.43468173797936,2423.294913083871,104812.5,584.863034247873,0,0,1
33053055710000,0,1,0,0.0,10861.67,119.46373174253524,2342.634870351285,44973.0,546.1988229706445,0,0,1
33053055720000,0,1,0,0.0,10882.81,121.64153567697352,2410.944153885691,39107.0,549.7850302674738,0,0,1
33053055730000,0,1,0,0.0,10877.87,119.46423398596092,2445.0555952769873,29643.83,594.9957217767079,0,0,1
33053055750000,0,1,1,1.0,10677.47,119.59997157964722,231.07091876790224,84884.5,5.296958903127999,0,0,1
33053055760000,0,1,1,1.0,10588.93,119.57981937539637,1896.3112713983269,145932.5,356.91351270660397,0,0,1
33053055770000,0,1,1,1.0,10268.82,101.44551839215185,1843.0034374519053,93800.33,559.8474515848604,1,0,0
33053055780000,0,1,1,1.0,10346.55,101.14155032355605,1821.8935688006595,90972.5,552.7056977452825,1,0,0
33053055790000,0,1,1,1.0,10861.85,118.90043398513069,315.90393000624044,62946.83,10.066869458762993,0,0,1
33053055800000,0,1,1,1.0,10845.43,118.80093939802168,320.58284018855903,64902.0,10.392074638419102,0,0,1
33053055810000,0,1,1,1.0,10853.24,118.80030808820499,256.9054309628412,54536.5,6.673825864579102,0,0,1
33053055820000,0,1,1,1.0,11047.53,118.68017189847856,1601.4043185096518,137116.67,260.0668489359869,0,0,1
33053055830000,0,1,1,1.0,11134.5,118.88356994072991,1597.7485954787976,71687.17,257.6184601986704,0,0,1
33053055840000,0,1,1,1.0,11041.51,119.26522209702384,1659.800687513123,98115.5,275.4905263405875,0,0,1
33053055890000,0,1,1,1.0,11239.61,123.60559535009902,476.1600830335739,106443.0,20.510483702183862,0,0,1
33053055900000,0,1,1,1.0,11327.37,123.68376288685764,524.1790695023257,86860.67,24.812499720445384,0,0,1
33053055910000,0,1,1,1.0,11304.74,68.82974067837552,509.87490403516034,103951.5,506.3148400359599,1,0,0
33053055920000,0,1,1,1.0,11332.62,122.82806357609168,3423.1823807432033,126312.17,1078.757653450509,0,0,1
33053055930000,0,1,1,1.0,11349.19,121.63890496815738,1547.5247970137518,97859.83,226.5270832128844,0,0,1
33053055940000,0,1,1,1.0,11386.16,123.1684342753955,1245.0251630853152,85639.17,141.60720170902152,0,0,1
33053055960000,0,1,1,1.0,11082.31,126.06987428347988,1126.2285801852975,181404.5,108.69244330335138,0,0,1
33053055970000,0,1,1,1.0,11024.22,125.57397501812396,1126.2285801852975,243035.5,109.86732625879219,0,0,1
33053055990000,0,1,1,1.0,11016.55,124.99825279519878,1126.2285801852975,211128.67,111.25757005411094,0,0,1
33053056030000,0,1,1,1.0,10597.17,71.72149748752058,1552.463176710228,134591.5,2620.0042559421818,1,0,0
33053056040000,0,1,1,1.0,11081.65,119.84445419731537,1427.251239321963,69593.17,200.91946439910754,0,0,1
33053056050000,0,1,1,1.0,11072.45,120.50752342427597,1428.3145028726328,80692.0,198.1049038808832,0,0,1
33053056060000,0,1,1,1.0,11080.34,121.45848344949982,1451.568618628489,89653.83,200.13615523680173,0,0,1
33053056070000,0,1,1,1.0,11088.18,119.75163131186322,1408.2746278814654,83371.17,196.0422035881096,0,0,1
33053056080000,0,1,1,1.0,11101.88,119.23213997011217,1472.4739675525275,84008.5,216.9865570668291,0,0,1
33053056090000,0,1,1,1.0,11177.65,119.1935115761442,1519.9245186477597,70244.0,231.40998839896383,0,0,1
33053056110000,0,1,1,1.0,11184.56,119.33651244213742,1509.1438845498815,71495.17,227.36205522682707,0,0,1
33053056120000,0,1,1,1.0,11166.37,119.73776848535478,1547.7300339709093,82080.5,236.86878729638627,0,0,1
33053056130000,0,1,1,1.0,11158.22,119.27268422338965,1542.7920236941957,80226.0,237.9755074910199,0,0,1
33053056190000,0,1,1,1.0,10908.95,121.81101428792235,1433.4832337533715,145426.5,193.60309232295756,0,0,1
33053056210000,0,1,1,1.0,10892.21,120.03175913837313,1433.2059825164604,125259.83,201.70563195751703,0,0,1
33053056220000,0,1,1,1.0,10841.44,121.98214296302726,1444.5785278611202,154685.83,195.841904577362,0,0,1
33053056230000,0,1,1,1.0,11074.3,119.39117723622806,1538.6153648965196,81547.83,236.02141148968911,0,0,1
33053056240000,0,1,1,1.0,11099.07,119.3445566494443,1541.6509016639611,88066.67,237.21685215677178,0,0,1
33053056250000,0,1,1,1.0,11102.97,118.8028333073434,1596.7007532117846,84094.67,257.77987705884703,0,0,1
33053056260000,0,1,1,1.0,11108.84,118.83801244489248,1546.7948806883674,70405.17,241.7132468806818,0,0,1
33053056270000,0,1,1,1.0,11093.59,119.3166928885159,1796.2898269546017,74684.0,322.2661042727611,0,0,1
33053056290000,0,1,1,1.0,10642.42,119.53582392677276,1825.120812313687,61509.5,330.96393742317963,0,0,1
33053056300000,0,1,1,1.0,10542.52,119.22643667346777,1803.0795246195712,73597.33,325.4066735031422,0,0,1
33053056310000,0,1,1,1.0,10538.33,119.0613421806273,1803.1219124910165,57526.33,326.70841883662723,0,0,1
33053056320000,0,1,1,1.0,10424.14,119.10303607319345,1801.6491608214253,68582.83,325.8497949787025,0,0,1
33053056330000,0,1,1,1.0,10651.16,118.79050131156288,1797.368902398838,59111.33,326.74208856889453,0,0,1
33053056340000,0,1,1,1.0,10678.01,123.77428328151377,1622.131322963985,370860.5,237.14041356713122,0,0,1
33053056350000,0,1,1,1.0,10621.26,123.49466871833951,1587.4923375507271,321270.17,228.5448370417573,0,0,1
33053056370000,0,1,1,1.0,10286.57,95.3351624630305,1191.5303173073273,58048.0,291.84505933794753,1,0,0
33053056380000,0,1,1,1.0,10222.06,94.93299322075767,1161.2345801697122,86358.5,281.62268706025816,1,0,0
33053056400000,0,1,1,1.0,10629.44,119.42136827993733,167.3598135169315,111913.67,2.790497049573852,0,0,1
33053056410000,0,1,1,1.0,10760.71,124.35418449675275,192.7967959075183,86693.33,3.307025648134035,0,0,1
33053056420000,0,1,1,1.0,10636.19,124.13348944524367,2342.4340882438632,108212.83,490.56530438101385,0,0,1
33053056430000,0,1,0,0.0,11146.54,117.1839289401598,1298.7073610509683,17933.0,177.39175532687952,0,0,1
33053056440000,0,1,1,1.0,11202.46,117.32170814411296,2537.4658007410367,7846.67,674.8976385390362,0,0,1
33053056450000,0,1,0,0.0,11116.25,123.89085196999987,1307.891928217493,49330.67,153.7619132535006,0,0,1
33053056460000,0,1,1,1.0,11197.97,123.94633194190307,2042.9460617717227,21285.67,374.6988954923134,0,0,1
33053056470000,0,1,1,1.0,11014.03,119.43200241916914,1697.7532889487545,134896.5,287.09027155929505,0,0,1
33053056480000,0,1,1,1.0,11048.09,70.96881851808173,1690.4181309063306,145752.83,3516.939639749972,1,0,0
33053056490000,0,1,1,1.0,10900.88,107.63569668958537,1402.0717714854127,119407.83,267.04339713888083,0,1,0
33053056510000,0,1,1,1.0,10850.34,117.79364669561946,2031.1131245100232,90649.67,427.4484626952586,0,0,1
33053056520000,0,1,0,0.0,10716.65,127.02048339481479,341.06850068556304,37990.33,9.767124469665564,0,0,1
33053056530000,0,1,1,1.0,10703.02,127.01422440755375,2303.5872941326065,128145.5,445.60579396711796,0,0,1
33053056540000,0,1,1,1.0,11076.95,119.54866457578026,321.5519721712825,61131.83,10.26992670771908,0,0,1
33053056550000,0,1,1,1.0,11065.29,119.64540610425635,320.75069420653705,68763.5,10.195373858157598,0,0,1
33053056560000,0,1,1,1.0,10649.61,119.89742783668223,1946.630415310014,40140.0,373.28839735226927,0,0,1
33053056570000,0,1,1,1.0,10586.39,119.75171481800342,1955.2760204451138,52695.33,377.9115412723579,0,0,1
33053056580000,0,1,1,1.0,10634.32,119.74465834371243,1951.1359857697819,63191.5,376.37575718590244,0,0,1
33053056590000,0,1,1,1.0,11001.97,119.54155428909405,1436.1461451207533,44521.0,204.89700094129708,0,0,1
33053056600000,0,1,1,1.0,11076.68,119.47017703951234,1418.9433252766694,21348.33,200.35726365648614,0,0,1
